"Outer_Iter",  "rms[A_Rho][0]" , "rms[A_RhoU][0]" , "rms[A_RhoV][0]" ,   "rms[A_E][0]"  
          83, -4.74765035039789,  -7.4566811380009, -7.67368756199536, -10.4863490779434
          84, -4.75969251600855, -7.46855981207002, -7.68645256574741, -10.4982932125905
          85, -4.77181199245471, -7.48053086199308, -7.69930784496729, -10.5103269451154
          86, -4.78401882148688, -7.49260504827728,  -7.7122658094872, -10.5224617239782
          87, -4.79632322379917, -7.50479298401298, -7.72533830935625, -10.5347086317149
          88, -4.80873543570278, -7.51710498391657, -7.73853643076886, -10.5470782227976
          89, -4.82126553646625, -7.52955091099579,  -7.7518703156696, -10.5595803713869
          90,  -4.8339232673837, -7.54214002106177, -7.76534900285733, -10.5722241291502
          91, -4.84671784508253, -7.55488080626777, -7.77898028859961,  -10.585017592841
          92, -4.85965777338624, -7.56778084029243, -7.79277060582466, -10.5979677812308
          93, -4.87275065952335, -7.58084662924533, -7.80672492180483, -10.6110805214379
          94, -4.88600304103479, -7.59408347327656, -7.82084665450558, -10.6243603456057
          95, -4.89942022920415,  -7.6074953438891, -7.83513760778983, -10.6378103999127
          96, -4.91300617353269, -7.62108478117008, -7.84959792591039, -10.6514323686654
          97, -4.92676335030309, -7.63485281397828, -7.86422606827411, -10.6652264164722
          98, -4.94069267714028, -7.64879890500965, -7.87901880598602, -10.6791911512072
          99, -4.95479345486271, -7.66292092187067, -7.89397124180747, -10.6933236097949
         100, -4.96906333765994, -7.67721513481758, -7.90907685480095,  -10.707619268069
         101, -4.98349833242983, -7.69167624150916, -7.92432757032689, -10.7220720753126
         102, -4.99809282774917, -7.70629741882735,  -7.9397138555098,  -10.736674513702
         103, -5.01283965243751, -7.72107040150436, -7.95522483994644, -10.7514176827376
         104, -5.02773016314752, -7.73598558699399, -7.97084846120698, -10.7662914087434
         105, -5.04275436000796, -7.75103216576663, -7.98657163442082, -10.7812843794642
         106, -5.05790102908002, -7.76619827596349, -8.00238044484693, -10.7963843035623
         107, -5.07315791018544,  -7.7814711810527, -8.01826036183126, -10.8115780943425
         108, -5.08851188842152, -7.79683746874327,  -8.0341964720286, -10.8268520763536
         109, -5.10394920733102,  -7.8122832689341,  -8.0501737292518, -10.8421922127149
         110, -5.11945570123164, -7.82779448793509, -8.06617721777071, -10.8575843501634
         111, -5.13501704364774, -7.84335705561294, -8.08219242525068, -10.8730144779541
         112, -5.15061900814335, -7.85895718148986, -8.09820552076486, -10.8884689958509
         113, -5.16624773714977, -7.87458161515602, -8.11420363248042, -10.9039349855406
         114, -5.18189001364874, -7.89021790568141, -8.13017511880469, -10.9194004789294
         115, -5.19753352986869, -7.90585465409617, -8.14610982609869,  -10.934854716063
         116, -5.21316714655289, -7.92148175254394, -8.16199932561186, -10.9502883849621
         117, -5.22878113593614, -7.93709060347442, -8.17783712213152,  -10.965693835592
         118, -5.24436740139099, -7.95267431228229, -8.19361882703385, -10.9810652605307
         119, -5.25991966682924, -7.96822784714917, -8.20934228901128, -10.9963988356752
         120, -5.27543362941208, -7.98374816051498, -8.22500767677577, -11.0116928154895
         121, -5.29090706996087, -7.99923426760374, -8.24061750948162, -11.0269475788291
         122, -5.30633991666144, -8.01468727873608, -8.25617663240753, -11.0421656231876
         123, -5.32173425917635, -8.03011038372085, -8.27169213746506, -11.0573515072156
         124,  -5.3370943120359, -8.04550878834242, -8.28717323021024, -11.0725117434118
         125, -5.35242632805323, -8.06088960472308, -8.30263104707312, -11.0876546448366
         126, -5.36773846437039, -8.07626169901584, -8.31807842835881, -11.1027901313951
         127, -5.38304060546404, -8.09163550135808, -8.33352965409679, -11.1179295025746
         128, -5.39834414891083, -8.10702278420462, -8.34900015094511, -11.1330851844278
         129, -5.41366176084173, -8.12243641599655,   -8.364506179026, -11.1482704590552
         130, -5.42900710875393, -8.13789009758638, -8.38006450777261, -11.1634991848538
         131, -5.44439457966811, -8.15339808892496, -8.39569208961378, -11.1787855154335
         132, -5.45983899153788, -8.16897493325249, -8.41140573969227, -11.1941436244002
         133, -5.47535530538243, -8.18463518547773, -8.42722182888377, -11.2095874422701
         134,  -5.4909583448945, -8.20039315065138, -8.44315599627357, -11.2251304106981
         135, -5.50666252936311, -8.21626263752037, -8.45922288604999,  -11.240785258064
         136, -5.52248162473026, -8.23225673117414, -8.47543591258115, -11.2565637993555
         137, -5.53842851655439, -8.24838758782642, -8.49180705632414, -11.2724767622649
         138, -5.55451500765303, -8.26466625387959, -8.50834669223245, -11.2885336405308
         139, -5.57075164228761, -8.28110251062946, -8.52506345150573,  -11.304742574836
         140, -5.58714755797786, -8.29770474531096, -8.54196411689022,  -11.321110261008
         141,  -5.6037103654061, -8.31447984867404, -8.55905355128162, -11.3376418848752
         142, -5.62044605639865, -8.33143313890784, -8.57633465907991, -11.3543410828804
         143, -5.63735893964489,  -8.3485683114881, -8.59380837957765, -11.3712099274147
         144, -5.65445160361239,  -8.3658874143851, -8.61147371157311, -11.3882489357941
         145, -5.67172490601194, -8.38339084801091, -8.62932776836748,  -11.405457101806
         146, -5.68917798912855,  -8.4010773892737, -8.64736586226378, -11.4228319487923
         147, -5.70680832032817,   -8.418944239111, -8.66558161761358, -11.4403696032613
         148, -5.72461175704436, -8.43698709286743, -8.68396711131532, -11.4580648880185
         149, -5.74258263551324, -8.45520023283403, -8.70251303941626, -11.4759114337516
         150, -5.76071388243173, -8.47357664215533, -8.72120890810547, -11.4939018078764
         151, -5.77899714854421, -8.49210813911869, -8.74004324689098, -11.5120276592501
         152, -5.79742296289879, -8.51078553056055, -8.75900384114006, -11.5302798770762
         153,  -5.8159809061531,  -8.5295987827487, -8.77807798045386, -11.5486487619719
         154, -5.83465980085223, -8.54853720764267, -8.79725271857687, -11.5671242067657
         155, -5.85344791606393, -8.56758966190614, -8.81651513976729, -11.5856958841522
         156, -5.87233318316232, -8.58674475547631, -8.83585262583497, -11.6043534378946
         157, -5.89130341893692, -8.60599106592059, -8.85525311745542, -11.6230866738598
         158, -5.91034655161179, -8.62531735427301, -8.87470536297814, -11.6418857468454
         159, -5.92945084484329, -8.64471277758688, -8.89419914781046, -11.6607413389312
         160,  -5.9486051143722, -8.66416709312365, -8.91372549763823, -11.6796448250319
         161, -5.96779893179134, -8.68367084894956,  -8.9332768492762, -11.6985884214163
         162, -5.98702280989643, -8.70321555578908, -8.95284718380394, -11.7175653132721
         163, -6.00626836434407, -8.72279383528928, -8.97243211784308, -11.7365697578727
         164, -6.02552844686236, -8.74239954040828, -8.99202895027796,   -11.75559716059
         165, -6.04479724603898, -8.76202784442567, -9.01163666335366, -11.7746441218231
         166, -6.06407035271999, -8.78167529606233, -9.03125587880245, -11.7937084538589
         167, -6.08334478824087, -8.80133983933658, -9.05088877131707,  -11.812789167697
         168, -6.10261899501254, -8.82102079800852, -9.07053894323576, -11.8318864308889
         169, -6.12189279032929, -8.84071882570582, -9.09021126561327, -11.8510014984033
         170, -6.14116728555928, -8.86043582400931, -9.10991169184813, -11.8701366194036
         171, -6.16044477405694, -8.88017483182833, -9.12964705071099,  -11.889294923529
         172, -6.17972859213056, -8.89993989027013, -9.14942482590607, -11.9084802908031
         173, -6.19902295815364, -8.91973588785562, -9.16925292926567, -11.9276972096284
         174,  -6.2183327954043, -8.93956839132859, -9.18913947432445, -11.9469506274456
         175, -6.23766354443627, -8.95944346746268, -9.20909255644322, -11.9662457985779
         176, -6.25702097075197, -8.97936750118007, -9.22912004485823, -11.9855881335375
         177, -6.27641097327685, -8.99934701500782, -9.24922939117717, -12.0049830536945
         178, -6.29583939868083,  -9.0193884944446, -9.26942745789514, -12.0244358547306
         179, -6.31531186599413, -9.03949822322935, -9.28972036960088, -12.0439515817394
         180, -6.33483360527824, -9.05968213185871, -9.31011338867798, -12.0635349182553
         181, -6.35440931338068, -9.07994566201362, -9.33061081652817, -12.0831900909067
         182, -6.37404302906908, -9.10029364887747,  -9.3512159206734,  -12.102920790806
         183, -6.39373802914168, -9.12073022269324, -9.37193088753084, -12.1227301122843
         184, -6.41349674646047, -9.14125873031522, -9.39275680018216, -12.1426205090883
         185,  -6.4333207102791, -9.16188167699963,  -9.4136936401106, -12.1625937677541
         186, -6.45321050874131, -9.18260068823311, -9.43474031157062, -12.1826509975159
         187, -6.47316577298843, -9.20341649103089, -9.45589468702739, -12.2027926358305
         188, -6.49318518197607, -9.22432891383754, -9.47715367193271, -12.2230184683456
         189, -6.51326648679282,  -9.2453369039141, -9.49851328692908, -12.2433276619749
         190, -6.53340655303624, -9.26643856091241, -9.51996876541621, -12.2637188095976
         191, -6.55360141959572, -9.28763118517485,  -9.5415146643078, -12.2841899847925
         192, -6.57384637201714,  -9.3089113391742, -9.56314498562812, -12.3047388049564
         193, -6.59413602847667,  -9.3302749204012, -9.58485330648853, -12.3253625010996
         194, -6.61446443625306, -9.35171724391967, -9.60663291484182, -12.3460579926033
         195,  -6.6348251764825, -9.37323313273174, -9.62847694830251,  -12.366821965224
         196, -6.65521147487788, -9.39481701402449, -9.65037853321347, -12.3876509506492
         197, -6.67561631602194, -9.41646301931885, -9.67233092114092, -12.4085414059599
         198, -6.69603255880807, -9.43816508650183, -9.69432761991732, -12.4294897914187
         199,  -6.7164530505899, -9.45991706170135, -9.71636251648857, -12.4504926450882
         200, -6.73687073764379, -9.48171279899179, -9.73842998892152, -12.4715466529161
         201, -6.75727876963549, -9.50354625593061, -9.76052500517129,  -12.492648713032
         202, -6.77767059592979, -9.52541158303983, -9.78264320655284,   -12.51379599317
         203, -6.79804005178754, -9.54730320544004, -9.80478097414595, -12.5349859803188
         204, -6.81838143275072, -9.56921589504193, -9.82693547694305, -12.5562165218733
         205, -6.83868955584272, -9.59114483186634, -9.84910470092548, -12.5774858577726
         206, -6.85895980655534, -9.61308565336231, -9.87128745885322, -12.5987926433299
         207, -6.87918817100443, -9.63503449082613, -9.89348338109203, -12.6201359626429
         208, -6.89937125303323, -9.65698799237505, -9.91569288822557,  -12.641515332729
         209, -6.91950627646575, -9.67894333222055, -9.93791714678651, -12.6629306986765
         210, -6.93959107311493, -9.70089820631765, -9.96015800978773, -12.6843824202843
         211, -6.95962405752069, -9.72285081482042, -9.98241794409647, -12.7058712508681
         212, -6.97960418972205, -9.74479983201797, -10.0046999468868, -12.7273983089898
         213, -6.99953092763029, -9.76674436474716, -10.0270074536731, -12.7489650439897
         214, -7.01940417081092, -9.78868390047717, -10.0493442403789, -12.7705731962747
         215, -7.03922419758041, -9.81061824648633, -10.0717143219362,  -12.792224753368
         216, -7.05899159742974, -9.83254746165296, -10.0941218497357, -12.8139219027373
         217, -7.07870720077728,  -9.8544717825167, -10.1165710102752, -12.8356669823937
         218, -7.09837200799872,  -9.8763915452946, -10.1390659268243, -12.8574624302678
         219, -7.11798711957556, -9.89830710554028, -10.1616105660039, -12.8793107332612
         220, -7.13755366905042, -9.92021875712654, -10.1842086507134, -12.9012143768681
         221, -7.15707276030188, -9.94212665214907, -10.2068635806183, -12.9231757961433
         222, -7.17654541042776,  -9.9640307232847, -10.2295783612138, -12.9451973287381
         223, -7.19597249932252, -9.98593061002793, -10.2523555421539, -12.9672811706413
         224, -7.21535472678626, -10.0078255901436, -10.2751971654016, -12.9894293351798
         225, -7.23469257781804, -10.0297145175086, -10.2981047234314,  -13.011643615746
         226, -7.25398629648133,  -10.051595767514, -10.3210791278196, -13.0339255526707
         227, -7.27323586855861,  -10.073467190952, -10.3441206880433, -13.0562764045731
         228, -7.29244101300937, -10.0953260773168, -10.3672291006053, -13.0786971244689
         229, -7.31160118207463, -10.1171691283045, -10.3904034482567, -13.1011883408401
         230, -7.33071556969502,  -10.138992442204, -10.4136422089744, -13.1237503439146
         231, -7.34978312778708, -10.1607915097279, -10.4369432746874, -13.1463830771849
         232, -7.36880258975152, -10.1825612217617, -10.4603039791503, -13.1690861343515
         233, -7.38777250053435,  -10.204295889376, -10.4837211347032, -13.1918587617188
         234, -7.40669125238714, -10.2259892762384, -10.5071910774242, -13.2146998660012
         235, -7.42555712542751, -10.2476346434559, -10.5307097204056, -13.2376080276161
         236, -7.44436833201537, -10.2692248066592, -10.5542726140312, -13.2605815193466
         237, -7.46312306392436, -10.2907522048623, -10.5778750132357, -13.2836183301801
         238, -7.48181954116979, -10.3122089804183, -10.6015119505651, -13.3067161942924
         239, -7.50045606145879, -10.3335870691408, -10.6251783141583, -13.3298726248228
         240, -7.51903104912476, -10.3548782992698, -10.6488689299431, -13.3530849521352
         241, -7.53754310243291, -10.3760744977043, -10.6725786466292, -13.3763503662676
         242, -7.55599103829256, -10.3971676017024, -10.6963024223406, -13.3996659630464
         243, -7.57437393333894, -10.4181497737785, -10.7200354117233, -13.4230287932662
         244,  -7.5926911605216,  -10.439013517511, -10.7437730516545, -13.4464359145058
         245,  -7.6109424204843, -10.4597517915677, -10.7675111446362, -13.4698844445552
         246, -7.62912776700185, -10.4803581193485, -10.7912459378849, -13.4933716160448
         247, -7.64724762607533, -10.5008266914729, -10.8149741966675, -13.5168948311688
         248, -7.66530280836501,  -10.521152458593, -10.8386932706885, -13.5404517157427
         249, -7.68329451469564, -10.5413312117892, -10.8624011516629, -13.5640401716462
         250,  -7.7012243348091, -10.5613596487513, -10.8860965215196, -13.5876584266609
         251, -7.71909423939366, -10.5812354237329, -10.9097787895613,  -13.611305080949
         252, -7.73690656579112, -10.6009571799361, -10.9334481180338, -13.6349791492185
         253, -7.75466399786354, -10.6205245636811, -10.9571054357655, -13.6586800976168
         254, -7.77236954061227, -10.6399382200357, -10.9807524394403, -13.6824078747855
         255, -7.79002649019165, -10.6591997704153, -11.0043915824879, -13.7061629365603
         256, -7.80763840014223, -10.6783117727595, -11.0280260520138, -13.7299462635839
         257, -7.82520904464951, -10.6972776660709, -11.0516597345326, -13.7537593715575
         258, -7.84274237967152, -10.7161017009741, -11.0752971711615, -13.7776043141798
         259, -7.86024250277132, -10.7347888585807, -11.0989435037015, -13.8014836783274
         260, -7.87771361247444, -10.7533447601999, -11.1226044122078, -13.8254005720642
         261, -7.89515996793283, -10.7717755703422, -11.1462860464524, -13.8493586054972
         262, -7.91258584956371, -10.7900878957883, -11.1699949516975, -13.8733618650027
         263, -7.92999552143488, -10.8082886833899, -11.1937379911408,  -13.897414881309
         264, -7.94739319573211, -10.8263851186989, -11.2175222659983, -13.9215225922569
         265, -7.96478299998497, -10.8443845281048, -11.2413550347362, -13.9456903009576
         266, -7.98216894732264, -10.8622942859059, -11.2652436328201, -13.9699236298035
         267, -7.99955491002041, -10.8801217283257, -11.2891953944664, -13.9942284717943
         268, -8.01694459665657, -10.8978740756161, -11.3132175762039, -14.0186109396072
         269, -8.03434153273436, -10.9155583627644, -11.3373172849747, -14.0430773129649
         270, -8.05174904510239,  -10.933181380232, -11.3615014101311, -14.0676339857144
         271, -8.06917025000187, -10.9507496244274, -11.3857765598013, -14.0922874128749
         272, -8.08660804451837, -10.9682692579511, -11.4101490027807, -14.1170440584712
         273,  -8.1040651015193, -10.9857460797294, -11.4346246158481,  -14.141910344327
         274, -8.12154386770954, -11.0031855043485,   -11.45920883617, -14.1668926008233
         275, -8.13904656473562, -11.0205925502998, -11.4839066195062, -14.1919970194814
         276, -8.15657519290943, -11.0379718361455, -11.5087224032774, -14.2172296080637
         277, -8.17413153741382, -11.0553275839864, -11.5336600754575, -14.2425961476941
         278,  -8.1917171767002, -11.0726636294946, -11.5587229474188, -14.2681021528291
         279, -8.20933349264957, -11.0899834373611, -11.5839137317317, -14.2937528335209
         280, -8.22698168252613, -11.1072901216224, -11.6092345248554, -14.3195530595544
         281, -8.24466277201334, -11.1245864697857, -11.6346867939857, -14.3455073274546
         282, -8.26237762942588, -11.1418749699663, -11.6602713650003, -14.3716197292555
         283, -8.28012698070227, -11.1591578402854, -11.6859884176841, -14.3978939219457
         284, -8.29791142474387, -11.1764370595867, -11.7118374813354, -14.4243330995574
         285, -8.31573144930771, -11.1937143992488, -11.7378174344731,   -14.45093996505
         286, -8.33358744667467, -11.2109914548187, -11.7639265071774, -14.4777167036868
         287, -8.35147972939575, -11.2282696774893, -11.7901622853919, -14.5046649557136
         288, -8.36940854562844, -11.2455504046245, -11.8165217192118, -14.5317857890471
         289, -8.38737409398451, -11.2628348887317, -11.8430011313891,  -14.559079671806
         290,   -8.405376537843, -11.2801243252855, -11.8695962307133, -14.5865464431311
         291, -8.42341601887978, -11.2974198779876, -11.8963021264746, -14.6141852828527
         292, -8.44149266957136, -11.3147227020112, -11.9231133458337, -14.6419946797122
         293, -8.45960662509002, -11.3320339649678, -11.9500238536944, -14.6699723978543
         294, -8.47775803406528, -11.3493548655674, -11.9770270753032, -14.6981154403536
         295, -8.49594706815937, -11.3666866489183, -12.0041159239803, -14.7264200111053
         296, -8.51417393080446, -11.3840306202911, -12.0312828276406, -14.7548814745045
         297, -8.53243886477457, -11.4013881555999, -12.0585197638134, -14.7834943126021
         298, -8.55074215861789, -11.4187607098023, -12.0858182948958, -14.8122520808619
         299, -8.56908415206765, -11.4361498227525, -12.1131696097752, -14.8411473617829
         300, -8.58746524049591, -11.4535571231211, -12.1405645653721, -14.8701717186093
         301, -8.60588587826706, -11.4709843297623, -12.1679937374323, -14.8993156474967
         302, -8.62434658104631, -11.4884332516557, -12.1954474751122, -14.9285685316751
         303, -8.64284792759788, -11.5059057861792, -12.2229159543246, -14.9579185987154
         304, -8.66139056029843, -11.5234039156615, -12.2503892432486, -14.9873528803881
         305, -8.67997518513313, -11.5409297026325, -12.2778573646916,  -15.016857179883
         306, -8.69860257105399, -11.5584852845068, -12.3053103671291, -15.0464160468555
         307,  -8.7172735485653, -11.5760728665888, -12.3327384004352, -15.0760127636423
         308, -8.73598900753055, -11.5936947148052, -12.3601317874792, -15.1056293475092
         309, -8.75474989539342, -11.6113531486893, -12.3874811059358, -15.1352465680396
         310,   -8.773557213934, -11.6290505326127,  -12.414777264115, -15.1648439883384
         311, -8.79241201644812, -11.6467892679645, -12.4420115837851, -15.1944000280316
         312, -8.81131540415719, -11.6645717844486, -12.4691758793744, -15.2238920582319
         313, -8.83026852283133, -11.6824005323716, -12.4962625329605, -15.2532965248917
         314, -8.84927255903568, -11.7002779742747,  -12.523264569575, -15.2825891085004
         315, -8.86832873646134, -11.7182065778197, -12.5501757228475,  -15.311744919504
         316, -8.88743831209168, -11.7361888079752,  -12.576990503113, -15.3407387313789
         317, -8.90660257228913, -11.7542271201053, -12.6037042465101, -15.3695452466714
         318, -8.92582282919549, -11.7723239534961, -12.6303131701848, -15.3981394005505
         319, -8.94510041710671, -11.7904817259323, -12.6568143937212, -15.4264966966638
         320, -8.96443668880259, -11.8087028276296, -12.6832059777659,  -15.454593554067
         321, -8.98383301241312, -11.8269896167382,    -12.7094869365, -15.4824076797083
         322, -9.00329076786776, -11.8453444147377, -12.7356572277831, -15.5099184432201
         323,  -9.0228113441402, -11.8637695029979, -12.7617177556031, -15.5371072377363
         324,  -9.0423961361615,  -11.882267119045, -12.7876703346786, -15.5639578237652
         325, -9.06204654227574, -11.9008394539812, -12.8135176683838, -15.5904566362503
         326, -9.08176396162625, -11.9194886503301, -12.8392632731547, -15.6165930499962
         327, -9.10154979223724, -11.9382167999573,  -12.864911454849, -15.6423595711949
         328, -9.12140542825406, -11.9570259425415, -12.8904672108557,  -15.667751977525
         329, -9.14133225894898, -11.9759180648743,  -12.915936169222, -15.6927693694362
         330, -9.16133166634253, -11.9948951001537, -12.9413244913905, -15.7174141613627
         331, -9.18140502416998, -12.0139589276846, -12.9666387954136,  -15.741691972588
         332, -9.20155369633172, -12.0331113728395, -12.9918860468892, -15.7656114680542
         333, -9.22177903585885, -12.0523542074046, -13.0170734607985, -15.7891841216337
         334, -9.24208238401587, -12.0716891503234, -13.0422084156935, -15.8124239272615
         335, -9.26246506946517, -12.0911178685793, -13.0672983416673, -15.8353470822854
         336, -9.28292840795362, -12.1106419782662, -13.0923506191981, -15.8579716189055
         337, -9.30347370131013, -12.1302630456665, -13.1173724933408, -15.8803170340821
         338, -9.32410223804266, -12.1499825894419, -13.1423709804513, -15.9024039281427
         339, -9.34481529166811,  -12.169802080714, -13.1673527621373, -15.9242536366557
         340, -9.36561412252261, -12.1897229466856, -13.1923241298403, -15.9458878749264
         341, -9.38649997618786, -12.2097465710291, -13.2172908857582, -15.9673284425504
         342, -9.40747408496857, -12.2298742975234,  -13.242258278018, -15.9885969401629
         343, -9.42853766786777,  -12.250107430689, -13.2672309637333, -16.0097145015006
         344, -9.44969193022942, -12.2704472384078, -13.2922128922914, -16.0307016188633
         345, -9.47093806520532, -12.2908949540784, -13.3172073222062, -16.0515779416954
         346, -9.49227725403263, -12.3114517797635, -13.3422167670716, -16.0723621866269
         347, -9.51371066682388, -12.3321188874972, -13.3672429137516, -16.0930720125783
         348, -9.53523946349484, -12.3528974227845, -13.3922866642418, -16.1137239692578
         349, -9.55686479419064, -12.3737885056671, -13.4173480997382, -16.1343334532387
         350, -9.57858780066702,  -12.394793234516, -13.4424264896285, -16.1549147277325
         351, -9.60040961647309, -12.4159126867912, -13.4675202409052, -16.1754808990633
         352,  -9.6223313698484,  -12.437147923938, -13.4926270078307, -16.1960439732493
