"Outer_Iter",  "rms[A_Rho][0]" , "rms[A_RhoU][0]" , "rms[A_RhoV][0]" ,   "rms[A_E][0]"  
         353, -9.64435418230169, -12.4584999907741, -13.5177436529679, -16.2166148907268
         354, -9.66647917192331, -12.4799699212692, -13.5428663144871, -16.2372035936873
         355, -9.68870745344214, -12.5015587383068, -13.5679904237022, -16.2578190804364
         356, -9.71104013971158, -12.5232674566064,  -13.593110825079, -16.2784694739563
         357, -9.73347834307137, -12.5450970860204, -13.6182217892433,  -16.299162120861
         358, -9.75602317569417, -12.5670486309526, -13.6433171196888,  -16.319903621414
         359, -9.77867575217245, -12.5891230972777, -13.6683902648738, -16.3406999645353
         360, -9.80143719026583, -12.6113214904498, -13.6934343897405, -16.3615565608752
         361, -9.82430861102935, -12.6336448171525, -13.7184424746052, -16.3824783354029
         362, -9.84729114188416, -12.6560940900538, -13.7434074802955, -16.4034697843521
         363, -9.87038591667734, -12.6786703284166, -13.7683224839438, -16.4245350498602
         364, -9.89359407694282, -12.7013745594947, -13.7931807090495, -16.4456780155575
         365, -9.91691677277086, -12.7242078197466, -13.8179757495622, -16.4669023057519
         366,  -9.9403551643864, -12.7471711553747,  -13.842701613686, -16.4882113683344
         367, -9.96391042128993, -12.7702656245275, -13.8673529976369, -16.5096084992737
         368, -9.98758372668524, -12.7934923005947, -13.8919252354179,  -16.531096933266
         369, -10.0113762760535, -12.8168522714876, -13.9164144573556, -16.5526798541437
         370, -10.0352892773346, -12.8403466383228, -13.9408177149065, -16.5743603942258
         371, -10.0593239531335, -12.8639765194483, -13.9651330903104, -16.5961417127571
         372,  -10.083481539179, -12.8877430482864, -13.9893596986815, -16.6180269653871
         373, -10.1077632867696, -12.9116473761691, -14.0134977146454, -16.6400193802034
         374,  -10.132170464273, -12.9356906720742, -14.0375484836068, -16.6621222101193
         375, -10.1567043533773, -12.9598741213715, -14.0615144153791, -16.6843387768226
         376, -10.1813662530272, -12.9841989280686, -14.0853991473064, -16.7066724400248
         377, -10.2061574774177, -13.0086663114071, -14.1092073572774, -16.7291266398728
         378, -10.2310793547442, -13.0332775055675, -14.1329446879262, -16.7517048625924
         379, -10.2561332318141, -13.0580337645107, -14.1566178599303, -16.7744106145592
         380, -10.2813204692345, -13.0829363591304, -14.1802343626589, -16.7972474961409
         381, -10.3066424436198,  -13.107986570922, -14.2038024997831,  -16.820219088149
         382, -10.3321005446686, -13.1331856975326, -14.2273313677347, -16.8433289716668
         383, -10.3576961769496, -13.1585350505928, -14.2508304749888, -16.8665807442205
         384, -10.3834307576934, -13.1840359538529,  -14.274309827091, -16.8899780068579
         385, -10.4093057156529, -13.2096897375925, -14.2977797955437, -16.9135242571762
         386, -10.4353224912511, -13.2354977448827, -14.3212509139799, -16.9372229758268
         387, -10.4614825407246, -13.2614613329973, -14.3447338462348, -16.9610775459653
         388, -10.4877873210792, -13.2875818532128, -14.3682392958726, -16.9850912661797
         389, -10.5142383023212, -13.3138606709458, -14.3917776818445,   -17.00926733626
         390, -10.5408369619899,  -13.340299153272, -14.4153592977377,  -17.033608825698
         391, -10.5675847819341,  -13.366898667417, -14.4389942264366, -17.0581185777535
         392, -10.5944832480811, -13.3936605829867,  -14.462691982079, -17.0827993634529
         393, -10.6215338493897,  -13.420586264964, -14.4864618619003, -17.1076537061977
         394, -10.6487380809221, -13.4476770821982, -14.5103125117687, -17.1326840267104
         395, -10.6760974277848,  -13.474934384169, -14.5342518296061, -17.1578924118104
         396, -10.7036133815571, -13.5023595230517, -14.5582875641783, -17.1832807002898
         397, -10.7312874310372,    -13.5299538494,   -14.58242658531, -17.2088507161387
         398, -10.7591210544421, -13.5577186839046, -14.6066749877015, -17.2346037500629
         399, -10.7871157269171, -13.5856553442884, -14.6310384905503, -17.2605409296575
         400, -10.8152729165703, -13.6137651387327, -14.6555220866819, -17.2866632109425
         401, -10.8435940797225, -13.6420493509552,  -14.680129883932, -17.3129711866867
         402, -10.8720806593976, -13.6705092450644,    -14.7048652957, -17.3394651346424
         403, -10.9007340889632, -13.6991460653674, -14.7297317152879, -17.3661450202399
         404, -10.9295557893758, -13.7279610444645, -14.7547314157043, -17.3930105664733
         405, -10.9585471568188, -13.7569553763741, -14.7798658503281, -17.4200612409901
         406, -10.9877095805988, -13.7861302482255, -14.8051363413137, -17.4472961838975
         407, -11.0170444189865, -13.8154868028794, -14.8305432806548, -17.4747141418341
         408,   -11.04655301651,  -13.845026144576,  -14.856086930145, -17.5023135307586
         409, -11.0762366833704, -13.8747493587624, -14.8817671639116, -17.5300923757154
         410, -11.1060967263312, -13.9046575164453, -14.9075827908318, -17.5580488930958
         411, -11.1361344153652, -13.9347516419206, -14.9335325637981,   -17.58618057984
         412, -11.1663509868317, -13.9650327057128, -14.9596154121345, -17.6144846077625
         413, -11.1967476562579, -13.9955016612041, -14.9858289037706, -17.6429580429987
         414, -11.2273256070818, -14.0261594209555, -15.0121713334925, -17.6715976455189
         415, -11.2580859876091, -14.0570068501538, -15.0386398191208,  -17.700399898325
         416,  -11.289029917577, -14.0880447734269,  -15.065232211348, -17.7293610431539
         417, -11.3201584890591, -14.1192739845535, -15.0919458107035, -17.7584771026313
         418, -11.3514727494843, -14.1506952193352, -15.1187784164772, -17.7877436282721
         419, -11.3829737179378, -14.1823091948784, -15.1457261921266, -17.8171566476462
         420, -11.4146623573443, -14.2141165272568, -15.1727869649419, -17.8467112450688
         421, -11.4465396210786, -14.2461178500849, -15.1999581304051, -17.8764027327544
         422, -11.4786063917138, -14.2783136718923, -15.2272369860457,  -17.906226179665
         423, -11.5108635621765, -14.3107045690028, -15.2546212924629, -17.9361768092246
         424, -11.5433119127774, -14.3432909683822, -15.2821078272786, -17.9662499555642
         425, -11.5759522412437, -14.3760732478185, -15.3096948801194, -17.9964400673373
         426, -11.6087852649919, -14.4090517640507,  -15.337381685944, -18.0267418234265
         427, -11.6418116661226, -14.4422267977249, -15.3651635139081, -18.0571504939337
         428, -11.6750320708423, -14.4755985666051,  -15.393042461463, -18.0876604979374
         429, -11.7084471039356, -14.5091673248759, -15.4210167085079, -18.1182677715829
         430, -11.7420572977537, -14.5429331582232, -15.4490819150127, -18.1489676503054
         431, -11.7758631579781, -14.5768961102411, -15.4772410691291, -18.1797543108351
         432,  -11.809865100187, -14.6110561304657, -15.5054920926077, -18.2106234120827
         433, -11.8440634868105, -14.6454131349916, -15.5338338019924, -18.2415706346658
         434, -11.8784587167374, -14.6799670641012, -15.5622696889507, -18.2725912674679
         435, -11.9130510330403, -14.7147176298761, -15.5907963522631, -18.3036823011192
         436, -11.9478406912885, -14.7496646314779, -15.6194154149673, -18.3348387942005
         437, -11.9828278271374, -14.7848076908918, -15.6481267054198, -18.3660588843967
         438, -12.0180125121009, -14.8201462112825, -15.6769305950167, -18.3973376472742
         439, -12.0533947916462, -14.8556797667933,   -15.70583015692, -18.4286705604908
         440, -12.0889746148503, -14.8914077095357, -15.7348232789562, -18.4600566703769
         441, -12.1247518239961, -14.9273292244684, -15.7639096484471, -18.4914931969846
         442, -12.1607262928699, -14.9634435389579, -15.7930946156357, -18.5229759217034
         443, -12.1968976464265,  -14.999749691535,  -15.822373139933, -18.5545046537943
         444, -12.2332655938472, -15.0362466132609, -15.8517480850332, -18.5860754029791
         445, -12.2698296337647, -15.0729330975845, -15.8812223128257, -18.6176858160156
         446, -12.3065892898479, -15.1098079660529,  -15.910789252527, -18.6493343187463
         447, -12.3435437640533, -15.1468694595963, -15.9404514072996, -18.6810189155307
         448, -12.3806922115467, -15.1841158790004, -15.9702064322043, -18.7127364522903
         449, -12.4180337892055, -15.2215454582713, -16.0000615731936, -18.7444832794995
         450, -12.4555673028881, -15.2591564798495, -16.0300040194846, -18.7762643609883
         451, -12.4932917396854, -15.2969464854403, -16.0600358047867, -18.8080723357349
         452, -12.5312053888775, -15.3349123946334, -16.0901533948702,   -18.83990116819
         453, -12.5693068937845, -15.3730518815061, -16.1203646941495, -18.8717483075765
         454, -12.6075945088126,  -15.411362512345, -16.1506464092536, -18.9036198626245
         455, -12.6460662406627, -15.4498407151682,  -16.181010275645,   -18.93550694166
         456, -12.6847194828039, -15.4884820008347,  -16.211449167112,  -18.967406330075
         457, -12.7235521710512, -15.5272834317179, -16.2419571827457, -18.9993104942241
         458, -12.7625615690498, -15.5662405565824, -16.2725297946981,  -19.031219317038
         459, -12.8017443977065, -15.6053481676071, -16.3031503710347, -19.0631316639607
         460, -12.8410972058548, -15.6446006583851, -16.3338332778557, -19.0950356242196
         461, -12.8806160849817, -15.6839927467074, -16.3645670537974, -19.1269302769482
         462, -12.9202975932499, -15.7235190772295, -16.3953427349001, -19.1588095448641
         463, -12.9601370076662,  -15.763173180716, -16.4261411979592, -19.1906751892325
         464, -13.0001288505146, -15.8029459754376,  -16.456968128008, -19.2225161498233
         465, -13.0402679583501, -15.8428297203316, -16.4878266350587, -19.2543157734078
         466,  -13.080549288844, -15.8828192287716, -16.5187060692744,  -19.286083681153
         467,  -13.120965139733, -15.9229024144936,  -16.549579928973, -19.3178215165819
         468,  -13.161508864333, -15.9630704065382, -16.5804546291012, -19.3495054771882
         469, -13.2021735255418,  -16.003313828163, -16.6113520386486, -19.3811384383697
         470, -13.2429505081255,  -16.043620978163,  -16.642223574459, -19.4127300985676
         471,  -13.283830607369, -16.0839792233513,  -16.673090920772, -19.4442576819091
         472, -13.3248047887685,  -16.124375059683, -16.7039538690115, -19.4757103015689
         473, -13.3658626517782, -16.1647975549535, -16.7347911630019, -19.5071040822023
         474, -13.4069947717743, -16.2052367244126,  -16.765621651697, -19.5384451380074
         475, -13.4481882888796, -16.2456733911546, -16.7963999686832, -19.5697182679416
         476, -13.4894329667205, -16.2860960574261, -16.8271820092058, -19.6009159007614
         477, -13.5307122982711, -16.3264828157555, -16.8579428794028, -19.6320512775207
         478, -13.5720170634061, -16.3668277326934, -16.8886976857265, -19.6631129034399
         479, -13.6133339333666, -16.4071137775307,  -16.919417376594,  -19.694132496891
         480, -13.6546457816486, -16.4473214710951, -16.9501287181182, -19.7250891276201
         481,  -13.695939270503, -16.4874381767557, -16.9808039815779, -19.7559880040845
         482, -13.7371988815419, -16.5274445324692, -17.0115047346974,  -19.786835317545
         483, -13.7784077554783, -16.5673262895618, -17.0422024950527, -19.8176487874666
         484, -13.8195532306249, -16.6070782961869, -17.0729145570966, -19.8484367641475
         485, -13.8606235467041, -16.6466815799929, -17.1036521105391, -19.8791840436429
         486, -13.9015966039692, -16.6861250328547, -17.1343375222544, -19.9099543967634
         487, -13.9424590213534, -16.7253887256668, -17.1651008038322, -19.9406794334258
         488,  -13.983195682424, -16.7644695507395, -17.1958647232485, -19.9714137363977
         489, -14.0237984359236, -16.8033468147329,  -17.226664483253, -20.0021347593122
