"Outer_Iter",  "rms[A_Rho][0]" , "rms[A_RhoU][0]" , "rms[A_RhoV][0]" ,   "rms[A_E][0]"  
          79, -5.32803790544419, -8.04283572121435, -8.28077652621474,  -11.081200636263
          80,  -5.3443300533139, -8.05916229813937, -8.29719777502937,  -11.097552634915
          81, -5.36071178756664, -8.07558331004829, -8.31369149319014, -11.1139923387086
          82, -5.37718205750941, -8.09209779707233, -8.33026024945459, -11.1305193225484
          83, -5.39374040082122, -8.10870527367544, -8.34690736616021,  -11.147133853511
          84, -5.41038692053144,  -8.1254057204871, -8.36363683360037, -11.1638368384689
          85, -5.42712225182898, -8.14219957836572, -8.38045316906265, -11.1806297740687
          86, -5.44394750688573, -8.15908772243265, -8.39736127195246, -11.1975146736358
          87, -5.46086420489946, -8.17607141269423, -8.41436628648475, -11.2144939652662
          88, -5.47787419623973, -8.19315223654179, -8.43147346300957, -11.2315703864926
          89, -5.49497958083781, -8.21033204612722, -8.44868802532071, -11.2487468851058
          90, -5.51218262703912, -8.22761289078649, -8.46601505282757, -11.2660265207426
          91,  -5.5294856994248,  -8.2449969506651, -8.48345937750346, -11.2834123699609
          92, -5.54689119851579, -8.26248647701442, -8.50102549624857, -11.3009074428384
          93, -5.56440142613102, -8.28008368377146, -8.51871763992063, -11.3185145733968
          94, -5.58201898284285, -8.29779104292276, -8.53653893835672, -11.3362366908928
          95, -5.59974594466428,  -8.3156104835073, -8.55449322061234, -11.3540758263039
          96, -5.61758443957823, -8.33354418772256, -8.57258297344884, -11.3720344624558
          97, -5.63553663960223, -8.35159426725291, -8.59081031392453, -11.3901146652366
          98, -5.65360464456991, -8.36976271196992, -8.60917712116814, -11.4083181688431
          99, -5.67179045935842, -8.38805143241246, -8.62768494472329, -11.4266465720014
         100, -5.69009606167488, -8.40646232619348, -8.64633503086638, -11.4451014155172
         101, -5.70852346222822, -8.42499731122078, -8.66512843653152, -11.4636841940339
         102, -5.72707474372889, -8.44365835825472, -8.68406614204658, -11.4823964065966
         103, -5.74575209021822, -8.46244753226021, -8.70314915372028, -11.5012396375671
         104, -5.76455782113571, -8.48136703602461, -8.72237859981075, -11.5202156293914
         105, -5.78349443665298,  -8.5004192569454, -8.74175581689711, -11.5393263375842
         106, -5.80256466180578, -8.51960681391641, -8.76128242621062, -11.5585739777443
         107, -5.82177147738923, -8.53893259631748,  -8.7809603975283, -11.5779610677111
         108, -5.84111813856146, -8.55839979114124, -8.80079209577523, -11.5974904578464
         109,  -5.8606081857278, -8.57801189905262, -8.82078030724089, -11.6171653444978
         110, -5.88024544761387, -8.59777274029654, -8.84092824460598,  -11.636989268123
         111, -5.90003403341023, -8.61768644924144,  -8.8612395313994, -11.6569660987689
         112, -5.91997831183665, -8.63775745534966, -8.88171816779465,  -11.677100008956
         113, -5.94008287729826, -8.65799044954346, -8.90236848003845, -11.6973954328421
         114, -5.96035250474737, -8.67839033704697, -8.92319505513295, -11.7178570122011
         115,  -5.9807920949103, -8.69896217896754, -8.94420266214389, -11.7384895317934
         116, -6.00140661099742, -8.71971112464662, -8.96539616241373, -11.7592978470297
         117, -6.02220100789738, -8.74064233620518, -8.98678041209245, -11.7802868058253
         118,  -6.0431801553835, -8.76176090678273, -9.00836016064785, -11.8014611658385
         119, -6.06434875746803, -8.78307177464934, -9.03013994832836, -11.8228255086379
         120, -6.08571127018362, -8.80457963587366, -9.05212400472504, -11.8443841531018
         121, -6.10727181976786,  -8.8262888580919, -9.07431615023109, -11.8661410705792
         122, -6.12903412284694, -8.84820339736354, -9.09671970228136, -11.8880998038448
         123, -6.15100141001733, -8.87032671960479, -9.11933738828922, -11.9102633912053
         124, -6.17317635415432, -8.89266172785796, -9.14217126693788, -11.9326342967338
         125,  -6.1955610046569, -8.91521069654714, -9.16522265902555, -11.9552143475524
         126, -6.21815672860741, -8.93797521367633, -9.18849208869171, -11.9780046790372
         127, -6.24096415954388,   -8.960956131614, -9.21197923564586, -12.0010056886241
         128, -6.26398315432041, -8.98415352679674,  -9.2356828989257, -12.0242169986059
         129, -6.28721275839272, -9.00756666848037, -9.25960097261405, -12.0476374280995
         130, -6.31065117979644, -9.03119399659394, -9.28373043384035,  -12.071264974285
         131, -6.33429577203621, -9.05503310873834, -9.30806734327447, -12.0950968030399
         132, -6.35814302606901, -9.07908075637628, -9.33260685823855, -12.1191292491095
         133, -6.38218857153693, -9.10333285025595, -9.35734325846856, -12.1433578259646
         134, -6.40642718739187, -9.12778447511624, -9.38226998447976, -12.1677772454836
         135, -6.43085282205341, -9.15242991373889, -9.40737968836597, -12.1923814476003
         136,    -6.45545862324, -9.17726268043492, -9.43266429673344, -12.2171636400522
         137,  -6.4802369775934,  -9.2022755640541, -9.45811508529114, -12.2421163483475
         138, -6.50517956016723, -9.22746068057591, -9.48372276441743,  -12.267231476011
         139, -6.53027739375125, -9.25280953524547, -9.50947757479334, -12.2925003750462
         140, -6.55552091786824,  -9.2783130940848,   -9.535369391952, -12.3179139263894
         141, -6.58090006709629, -9.30396186442383,  -9.5613878383203, -12.3434626299128
         142,  -6.6064043581534, -9.32974598386521, -9.58752240108048, -12.3691367032669
         143, -6.63202298493246, -9.35565531684596, -9.61376255393076,  -12.394926188561
         144, -6.65774492039186, -9.38167955766091, -9.64009788060823, -12.4208210655492
         145, -6.68355902391372, -9.40780833851938, -9.66651819788007, -12.4468113696519
         146, -6.70945415244014, -9.43403134089419, -9.69301367561806, -12.4728873128049
         147, -6.73541927341785, -9.46033840814706, -9.71957495153889, -12.4990394048301
         148, -6.76144357734196, -9.48671965717144, -9.74619323826712,  -12.525258572766
         149, -6.78751658750828, -9.51316558662389, -9.77286042053345, -12.5515362754231
         150, -6.81362826447957, -9.53966717922306, -9.79956914053269, -12.5778646103707
         151, -6.83976910275967, -9.56621599559577, -9.82631286980569, -12.6042364105914
         152, -6.86593021725946, -9.59280425726346,  -9.8530859663706, -12.6306453282134
         153, -6.89210341733165, -9.61942491657526, -9.87988371624604, -12.6570859030425
         154, -6.91828126646088, -9.64607171170941, -9.90670235895997, -12.6835536140047
         155, -6.94445712608499, -9.67273920528556, -9.93353909709994, -12.7100449121584
         156, -6.97062518251126,  -9.6994228056161, -9.96039209036765, -12.7365572345221
         157, -6.99678045642363, -9.72611877016422, -9.98726043499443, -12.7630889986151
         158, -7.02291879505334, -9.75282419135331, -10.0141441297178, -12.7896395782675
         159, -7.04903684764776,  -9.7795369654253, -10.0410440297532,  -12.816209261898
         160, -7.07513202542223, -9.80625574558069, -10.0679617903988, -12.8427991950219
         161, -7.10120244765752,  -9.8329798810914, -10.0948998019922, -12.8694113092379
         162, -7.12724687601805,  -9.8597093444735, -10.1218611179958, -12.8960482403112
         163, -7.15326463946521, -9.88644464907733, -10.1488493779466, -12.9227132381945
         164, -7.17925555233365, -9.91318675963733, -10.1758687268799, -12.9494100719516
         165, -7.20521982822528, -9.93993699838704, -10.2029237327858, -12.9761429324873
         166, -7.23115799233516, -9.96669694928614, -10.2300193034305, -13.0029163358495
         167, -7.25707079469723, -9.99346836279075, -10.2571606037725, -13.0297350296052
         168, -7.28295912661402, -10.0202530633617, -10.2843529750132, -13.0566039044633
         169, -7.30882394224515, -10.0470528616281, -10.3116018561537, -13.0835279129188
         170, -7.33466618700748, -10.0738694728009, -10.3389127088654, -13.1105119962476
         171, -7.36048673405816, -10.1007044425772,  -10.366290946286, -13.1375610207838
         172, -7.38628632978494, -10.1275590814425, -10.3937418663231, -13.1646797239625
         173, -7.41206554886249, -10.1544344079244, -10.4212705899409, -13.1918726702372
         174, -7.43782475909623, -10.1813311010501, -10.4488820048736, -13.2191442166222
         175, -7.46356409599863, -10.2082494619901, -10.4765807151501, -13.2464984873288
         176,  -7.4892834467681, -10.2351893846365, -10.5043709968048, -13.2739393567268
         177, -7.51498244314205, -10.2621503346934, -10.5322567600559, -13.3014704396914
         178,  -7.5406604624575, -10.2891313367118, -10.5602415182879, -13.3290950882561
         179, -7.56631663610072, -10.3161309684531, -10.5883283639927, -13.3568163935033
         180, -7.59194986448697,  -10.343147361872, -10.6165199519052, -13.3846371915293
         181, -7.61755883767501, -10.3701782100702, -10.6448184894007,  -13.412560072405
         182, -7.64314206068459, -10.3972207795538, -10.6732257340988, -13.4405873911721
         183, -7.66869788265522, -10.4242719272218, -10.7017429986599, -13.4687212799174
         184, -7.69422452897161, -10.4513281215507, -10.7303711624362,  -13.496963660201
         185, -7.71972013556155, -10.4783854675421, -10.7591106897107, -13.5253162551826
         186, -7.74518278462054, -10.5054397350756,  -10.787961653948, -13.5537806009735
         187, -7.77061054107273, -10.5324863903772, -10.8169237675103, -13.5823580568624
         188,  -7.7960014891369, -10.5595206303902, -10.8459964159498, -13.6110498142441
         189, -7.82135376844105, -10.5865374198684, -10.8751786961445, -13.6398569041226
         190, -7.84666560915007, -10.6135315310272, -10.9044694571899, -13.6687802032525
         191, -7.87193536566142, -10.6404975856438, -10.9338673430337, -13.6978204389949
         192, -7.89716154845796,  -10.667430099432, -10.9633708357201, -13.7269781930641
         193, -7.92234285375545, -10.6943235285254, -10.9929782981782, -13.7562539043526
         194, -7.94747819062863, -10.7211723178195, -11.0226880153386,  -13.785647871068
         195, -7.97256670537916, -10.7479709509061,  -11.052498232657, -13.8151602523068
         196, -7.99760780290106,  -10.774714001235, -11.0824071910835, -13.8447910693099
         197, -8.02260116492502, -10.8013961840766, -11.1124131575287, -13.8745402064711
         198, -8.04754676505101, -10.8280124088296, -11.1425144503628, -13.9044074121563
         199, -8.07244488049963, -10.8545578311286, -11.1727094594306, -13.9343922993461
         200, -8.09729610063552, -10.8810279041502, -11.2029966602141, -13.9644943460619
         201, -8.12210133235612, -10.9074184285635, -11.2333746223478, -13.9947128954206
         202, -8.14686180244197, -10.9337256004576, -11.2638420124814, -14.0250471551226
         203,  -8.1715790571313, -10.9599460567358, -11.2943975921216, -14.0554961962667
         204, -8.19625495910056, -10.9860769173791, -11.3250402107053, -14.0860589512231
         205, -8.22089168218283,  -11.012115824023, -11.3557687952837, -14.1167342102866
         206, -8.24549170408118, -11.0380609745398, -11.3865823370939, -14.1475206170707
         207, -8.27005779749592, -11.0639111532016, -11.4174798765443, -14.1784166623579
         208, -8.29459301991615, -11.0896657560963, -11.4484604874675, -14.2094206764282
         209, -8.31910070248093, -11.1153248117678, -11.4795232619763, -14.2405308197368
         210, -8.34358443823112, -11.1408889969584, -11.5106672964999, -14.2717450723943
         211, -8.36804807000313, -11.1663596473149, -11.5418916806245, -14.3030612222184
         212, -8.39249567833023, -11.1917387633606,  -11.573195489296, -14.3344768520112
         213, -8.41693156949916, -11.2170290116858, -11.6045777787822, -14.3659893265035
         214, -8.44136026395332, -11.2422337216482, -11.6360375878334, -14.3975957794065
         215, -8.46578648530599,  -11.267356877877,  -11.667573943292, -14.4292931015668
         216, -8.49021514984905, -11.2924031086158, -11.6991858707448, -14.4610779307326
         217,  -8.5146513568076, -11.3173776704582, -11.7308724104517, -14.4929466438611
         218, -8.53910037916707, -11.3422864295016, -11.7626326370596, -14.5248953532186
         219,  -8.5635676551501, -11.3671358393984, -11.7944656839411, -14.5569199067154
         220, -8.58805878025966, -11.3919329164583, -11.8263707699429, -14.5890158938194
         221, -8.61257949966734, -11.4166852120757, -11.8583472286031, -14.6211786579149
         222, -8.63713570104731, -11.4414007828303, -11.8903945380836, -14.6534033155078
         223, -8.66173340746607, -11.4660881583555, -11.9225123510577, -14.6856847835579
         224, -8.68637877042811, -11.4907563073673, -11.9547005227973, -14.7180178147772
         225, -8.71107806282196, -11.5154146020882,  -11.986959136966, -14.7503970416283
         226, -8.73583767166271, -11.5400727812433, -12.0192885266815, -14.7828170290881
         227, -8.76066409052431,  -11.564740911851, -12.0516892914976, -14.8152723353413
         228, -8.78556391164457, -11.5894293503678, -12.0841623079564, -14.8477575803578
         229, -8.81054381755922, -11.6141487030466, -12.1167087330274, -14.8802675215016
         230, -8.83561057220442, -11.6389097860677, -12.1493300008966, -14.9127971343998
         231,  -8.8607710115672, -11.6637235856403, -12.1820278123062, -14.9453416981725
         232, -8.88603203381994, -11.6886012184251,  -12.214804115978, -14.9778968829874
         233,  -8.9114005888707, -11.7135538922297, -12.2476610825423, -15.0104588376456
         234, -8.93688366761112, -11.7385928678562, -12.2806010727089, -15.0430242751203
         235, -8.96248829065332, -11.7637294218176, -12.3136265980705, -15.0755905550475
         236, -8.98822149679064, -11.7889748102297, -12.3467402775599,  -15.108155757782
         237, -9.01409033111907, -11.8143402343541, -12.3799447895385, -15.1407187512265
         238, -9.04010183306002, -11.8398368076071, -12.4132428202404, -15.1732792459856
         239, -9.06626302432938, -11.8654755247031, -12.4466370117614, -15.2058378379527
         240, -9.09258089673057, -11.8912672323699, -12.4801299091479, -15.2383960371942
         241, -9.11906240015958,  -11.917222602227, -12.5137239062687, -15.2709562813241
         242, -9.14571443070753, -11.9433521057202, -12.5474211979918, -15.3035219323052
         243, -9.17254381898498,  -11.969665991108, -12.5812237302822, -15.3360972585569
         244, -9.19955731885959,  -11.996174262746,  -12.615133159574,  -15.368687399877
         245,  -9.2267615963335, -12.0228866619985, -12.6491508109123, -15.4012983191932
         246, -9.25416321906761, -12.0498126505914, -12.6832776492853, -15.4339367381697
         247, -9.28176864622663, -12.0769613955849, -12.7175142499086, -15.4666100629845
         248, -9.30958421894826, -12.1043417565107,  -12.751860778608,  -15.499326298191
         249, -9.33761615125348, -12.1319622738104, -12.7863169788963, -15.5320939526741
         250, -9.36587052161116, -12.1598311596088, -12.8208821636194, -15.5649219397155
         251, -9.39435326515075, -12.1879562892328,  -12.855555212887, -15.5978194719553
         252,  -9.4230701664346, -12.2163451949973, -12.8903345845372, -15.6307959539257
         253,  -9.4520268527749, -12.2450050606976,  -12.925218317188, -15.6638608789576
         254,  -9.4812287883532, -12.2739427176402, -12.9602040497522, -15.6970237222966
         255, -9.51068126886122, -12.3031646414912, -12.9952890418172,  -15.730293837239
         256,  -9.5403894168353, -12.3326769506535, -13.0304701981865, -15.7636803626786
         257, -9.57035817766582, -12.3624854053941, -13.0657440929186,  -15.797192130504
         258, -9.60059231594112, -12.3925954074873, -13.1011069987444, -15.8308375812505
         259, -9.63109641272514,  -12.423012000728, -13.1365549220967, -15.8646246853972
         260, -9.66187486307396, -12.4537398726723, -13.1720836344833, -15.8985608754006
         261, -9.69293187432045, -12.4847833563433, -13.2076887008057, -15.9326529849778
         262, -9.72427146467549, -12.5161464329616, -13.2433655193384, -15.9669071917879
         263, -9.75589746240356, -12.5478327347175,  -13.279109352792, -16.0013289723255
         264, -9.78781350503344, -12.5798455481297, -13.3149153632256,  -16.035923060755
         265, -9.82002303976412, -12.6121878183803, -13.3507786406343, -16.0706934184548
         266, -9.85252932314159, -12.6448621531467, -13.3866942453512, -16.1056432038749
         267, -9.88533542148792, -12.6778708267748, -13.4226572319039, -16.1407747548597
         268, -9.91844421149567,  -12.711215785406, -13.4586626882295, -16.1760895692549
         269, -9.95185838091709, -12.7448986508831, -13.4947057633254, -16.2115882960312
         270, -9.98558042902589, -12.7789207265182, -13.5307817086603, -16.2472707259357
         271, -10.0196126675286, -12.8132830013877, -13.5668859079945,  -16.283135790207
         272, -10.0539572204558, -12.8479861547998, -13.6030139051371, -16.3191815598859
         273,  -10.088616024871, -12.8830305614658, -13.6391614495218, -16.3554052490243
         274, -10.1235908305035, -12.9184162950557, -13.6753245149709, -16.3918032144392
         275,  -10.158883199659,   -12.95414313258, -13.7114993593682, -16.4283709642315
         276, -10.1944945052167, -12.9902105570702, -13.7476825277032, -16.4651031731658
         277, -10.2304259304956,  -13.026617762674, -13.7838709060392, -16.5019936893729
         278, -10.2666784657366, -13.0633636538646, -13.8200617327758,  -16.539035547133
         279, -10.3032529053753, -13.1004468485384, -13.8562526441707, -16.5762209843203
         280,  -10.340149844816, -13.1378656775078, -13.8924416768039, -16.6135414543653
         281, -10.3773696748322, -13.1756181855996, -13.9286272946467, -16.6509876554945
         282, -10.4149125756049,  -13.213702127726, -13.9648083938563, -16.6885495597832
         283, -10.4527785105349, -13.2521149665491, -14.0009843126476,  -16.726216430952
         284, -10.4909672176948, -13.2908538699408, -14.0371548212909, -16.7639768909249
         285, -10.5294782012114, -13.3299157026122,  -14.073320105928, -16.8018189310591
         286, -10.5683107201008, -13.3692970206278, -14.1094807306044, -16.8397299922965
         287, -10.6074637779172, -13.4089940620544, -14.1456376709669, -16.8776970127669
         288, -10.6469361080424, -13.4490027362666, -14.1817922094926, -16.9157065260047
         289, -10.6867261612406, -13.4893186124286, -14.2179458953706, -16.9537447458438
         290, -10.7268320922308, -13.5299369092812, -14.2541005597706, -16.9917976551227
         291, -10.7672517396445, -13.5708524772213, -14.2902581611174, -17.0298511625235
         292, -10.8079826124127, -13.6120597829831, -14.3264208135022, -17.0678912016237
         293, -10.8490218722107, -13.6535528992731, -14.3625906904844, -17.1059039009409
         294, -10.8903663130716,  -13.695325478525, -14.3987699388534, -17.1438757558683
         295, -10.9320123455749, -13.7373707474573, -14.4349607473152, -17.1817937771072
         296, -10.9739559770145, -13.7796814857823, -14.4711650954211, -17.2196457467744
         297, -11.0161927935353, -13.8222500095826, -14.5073848418717, -17.2574203322927
         298, -11.0587179420495,  -13.865068159085, -14.5436217367317, -17.2951073019554
         299, -11.1015261153499, -13.9081272880979, -14.5798772598352, -17.3326977148929
         300, -11.1446115341649, -13.9514182613333,  -14.616152763593, -17.3701841449437
         301, -11.1879679301583, -13.9949314328741, -14.6524492538065, -17.4075608052692
         302, -11.2315885442224, -14.0386566644382, -14.6887676145474, -17.4448236473674
         303, -11.2754661116276, -14.0825833229825, -14.7251085835976, -17.4819704970668
         304, -11.3195928538763, -14.1267002842286, -14.7614727239061, -17.5190011841398
         305, -11.3639604745419, -14.1709959545324, -14.7978604966346, -17.5559174897721
         306, -11.4085601725042, -14.2154583166298,   -14.83427230913, -17.5927232596021
         307, -11.4533826289277, -14.2600749258164, -14.8707085718472, -17.6294242883609
         308, -11.4984180333709, -14.3048329611295, -14.9071698323571,  -17.666028140907
         309, -11.5436560930514, -14.3497192872153, -14.9436567311396, -17.7025441652722
         310, -11.5890860480007, -14.3947205060987, -14.9801701625941, -17.7389832849795
         311, -11.6346966975376, -14.4398230059222, -15.0167113384847, -17.7753577820783
         312, -11.6804764224443, -14.4850130580406, -15.0532815255291, -17.8116812827409
         313, -11.7264132346946, -14.5302768430736, -15.0898825974508, -17.8479680353652
         314, -11.7724948083912, -14.5756005910313, -15.1265168909134, -17.8842331233534
         315, -11.8187084938261, -14.6209706148321, -15.1631868725927, -17.9204919921192
         316, -11.8650413864424, -14.6663734028547, -15.1998952871525, -17.9567603401685
         317, -11.9114803568924, -14.7117956949937, -15.2366456254739, -17.9930535018913
         318, -11.9580120897171, -14.7572245630399, -15.2734416763127, -18.0293866016496
         319, -12.0046231536353, -14.8026474989455, -15.3102870976927, -18.0657743078328
         320, -12.0512999800602, -14.8480524064599, -15.3471857296393, -18.1022303217137
         321, -12.0980289798667, -14.8934277269501, -15.3841420862527, -18.1387672266069
         322, -12.1447964559747, -14.9387623460486, -15.4211600428897, -18.1753967785779
         323, -12.1915887036406, -14.9840457170548, -15.4582436645034, -18.2121291035612
         324, -12.2383920385054, -15.0292678048122,  -15.495396671408,  -18.248972943478
         325, -12.2851926993146, -15.0744190515514, -15.5326220371368, -18.2859355610174
         326, -12.3319769597106, -15.1194903870417, -15.5699227926938, -18.3230224740798
         327, -12.3787310531089, -15.1644731041902, -15.6073014890348, -18.3602376308754
         328, -12.4254411603603, -15.2093588731536, -15.6447588343683, -18.3975830407897
         329, -12.4720933529569, -15.2541396148566, -15.6822960335585, -18.4350592738511
         330, -12.5186735372516,  -15.298807308506, -15.7199121676544, -18.4726651035623
         331, -12.5651676507504,  -15.343354090038, -15.7576061527043, -18.5103970737366
         332, -12.6115612561441, -15.3877720844987, -15.7953761284605, -18.5482504755006
         333,  -12.657839808321, -15.4320533636618, -15.8332176595664, -18.5862192603803
         334,  -12.703988522685, -15.4761896876905, -15.8711263527212, -18.6242952549609
         335, -12.7499924468652, -15.5201729686269,  -15.909097753385, -18.6624694082887
         336, -12.7958362884908, -15.5639945120979, -15.9471241679228, -18.7007314140712
         337, -12.8415046729364, -15.6076455632266, -15.9851991406435, -18.7390694217083
         338, -12.8869823430098, -15.6511172279646, -16.0233128959326, -18.7774709279476
         339, -12.9322536509023,  -15.694400292018, -16.0614577728377, -18.8159231512082
         340, -12.9773035101143, -15.7374857883401, -16.0996256942425, -18.8544113676414
         341, -13.0221166888366, -15.7803648589987, -16.1378060058121, -18.8929229027236
         342, -13.0666790868447, -15.8230287911584, -16.1759886125157, -18.9314435850398
         343, -13.1109770278974, -15.8654694501696, -16.2141664906306, -18.9699592632856
         344, -13.1549975056845,  -15.907679223319, -16.2523272025778, -19.0084582219794
         345, -13.1987293930528, -15.9496517285047, -16.2904656750039, -19.0469264484393
         346, -13.2421627935102, -15.9913811953831,  -16.328571457008,  -19.085354308803
         347, -13.2852897271813, -16.0328642077555, -16.3666427360163, -19.1237315463513
         348, -13.3281039285502, -16.0740978332102, -16.4046704153913, -19.1620509911976
         349, -13.3706024123115, -16.1150819834764,  -16.442651646319, -19.2003043378166
         350, -13.4127833601006, -16.1558176569918, -16.4805867007103, -19.2384881959835
         351, -13.4546489558767, -16.1963089717444, -16.5184724977418, -19.2766001038342
