"Outer_Iter",  "rms[A_Rho][0]" , "rms[A_RhoU][0]" , "rms[A_RhoV][0]" ,   "rms[A_E][0]"  
          79, -3.90926395281456, -6.62107052858166, -6.80528335256348, -9.64769373856835
          80, -3.91905479847417, -6.63072241768195, -6.81624349192674, -9.65771592767951
          81, -3.92888566954751, -6.64041721723456, -6.82724273163748, -9.66777330467131
          82, -3.93875858761707, -6.65015707913595, -6.83828125899332, -9.67786706313208
          83,  -3.9486758481743, -6.65994443235096,  -6.8493595769967, -9.68799873573514
          84, -3.95864001059061, -6.66978197219316, -6.86047851668666, -9.69817020861436
          85,  -3.9686538740367, -6.67967263613499, -6.87163924404642, -9.70838372133018
          86, -3.97872044423018, -6.68961957087885, -6.88284326161175, -9.71864185455526
          87,  -3.9888428956538, -6.69962609510556, -6.89409240492227, -9.72894750800716
          88, -3.99902453326408, -6.70969566161572, -6.90538883394464, -9.73930387120098
          89, -4.00926875680142, -6.71983182165853, -6.91673501956038, -9.74971438944106
          90, -4.01957902973864, -6.73003819323735, -6.92813372520019, -9.76018272720421
          91, -4.02995885380709, -6.74031843419718, -6.93958798376358, -9.77071273069735
          92,  -4.0404117490586, -6.75067622003404,  -6.9511010701019, -9.78130839090647
          93, -4.05094123866631, -6.76111522570583, -6.96267646952405, -9.79197380794629
          94, -4.06155083719361, -6.77163911032799, -6.97431784295258, -9.80271315706617
          95, -4.07224404087175, -6.78225150351475, -6.98602898946814, -9.81353065634253
          96, -4.08302431848526, -6.79295599223569, -6.99781380702598, -9.82443053591362
          97, -4.09389510171415, -6.80375610732735, -7.00967625212957, -9.83541700855606
          98, -4.10485977415486,  -6.8146553091526, -7.02162029923033, -9.84649424141917
          99, -4.11592165867162,  -6.8256569722747, -7.03364990060595, -9.85766632879228
         100, -4.12708400314959, -6.83676436935567,   -7.045768947456, -9.86893726586998
         101, -4.13834996507441, -6.84798065476517, -7.05798123293625, -9.88031092359463
         102, -4.14972259561172, -6.85930884856603, -7.07029041782212, -9.89179102477828
         103, -4.16120482398618, -6.87075182161435, -7.08269999943644, -9.90338112181226
         104, -4.17279944296757, -6.88231228247579, -7.09521328438859, -9.91508457633713
         105, -4.18450909617698, -6.89399276673046, -7.10783336554608,  -9.9269045412516
         106, -4.19633626775487, -6.90579562904166, -7.12056310349818, -9.93884394538339
         107, -4.20828327471106, -6.91772303812725, -7.13340511258204, -9.95090548103722
         108, -4.22035226203003, -6.92977697452623, -7.14636175133972, -9.96309159449179
         109, -4.23254520035978,  -6.9419592308227, -7.15943511707337, -9.97540447936095
         110, -4.24486388588925, -6.95427141379705, -7.17262704398215, -9.98784607258314
         111, -4.25730991228546, -6.96671493541233, -7.18593911099967,  -10.000418059726
         112, -4.26988482443558, -6.97929107128345, -7.19937263213613,  -10.013121820381
         113, -4.28258981415143, -6.99200088442288, -7.21292860308862, -10.0259586061353
         114,  -4.2954260228147, -7.00484524506048, -7.22660793830368, -10.0389292343987
         115, -4.30839441194187, -7.01782490174291, -7.24041116239154, -10.0520343982101
         116, -4.32149576879653, -7.03094041676469, -7.25433857292547, -10.0652745144338
         117, -4.33473070598488,  -7.0441921644906, -7.26839026509854, -10.0786497293291
         118, -4.34809966278419, -7.05758034489916, -7.28256609025671, -10.0921599530133
         119, -4.36160284105026, -7.07110495262192, -7.29686562201932, -10.1058048884168
         120, -4.37524046809827, -7.08476584918181, -7.31128835915032, -10.1195838176643
         121, -4.38901219441996, -7.09856263390239, -7.32583320494749, -10.1334961716614
         122, -4.40291771954629,  -7.1124946642512, -7.34049917616694,  -10.147540733505
         123, -4.41695644901455, -7.12656111508573, -7.35528487447238, -10.1617162140826
         124, -4.43112751899278, -7.14076091770575,  -7.3701886360318, -10.1760211039181
         125, -4.44542980578582, -7.15509275029216, -7.38520857419626, -10.1904536558778
         126, -4.45986192724203, -7.16955504646204, -7.40034256281357, -10.2050119029058
         127, -4.47442223218175, -7.18414599136247, -7.41558824603602, -10.2196936674698
         128,  -4.4891088000028, -7.19886352699836, -7.43094305451253, -10.2344965799167
         129, -4.50391945230955, -7.21370536975497, -7.44640422096405, -10.2494181076577
         130, -4.51885176714918, -7.22866902596729, -7.46196881436353,  -10.264455577006
         131,  -4.5339030992017, -7.24375181084056, -7.47763378665991, -10.2796061931933
         132, -4.54907060964526, -7.25895088013137, -7.49339601725953, -10.2948670742799
         133, -4.56435130348097, -7.27426327028328, -7.50925235900969, -10.3102352940902
         134, -4.57974207239039, -7.28968594068637, -7.52519969209994, -10.3257079232589
         135, -4.59523974311012, -7.30521581857739, -7.54123498300073, -10.3412820686067
         136, -4.61084113074205, -7.32084984861264, -7.55735534409269,  -10.356954915511
         137, -4.62654309539046, -7.33658504601902, -7.57355809268728, -10.3727237734385
         138, -4.64234260049318, -7.35241855058079, -7.58984080833469, -10.3885861212465
         139, -4.65823677133702, -7.36834767945235, -7.60620138599697, -10.4045396496278
         140, -4.67422295192363, -7.38436997763512, -7.62263808253702, -10.4205823001639
         141, -4.69029875806819, -7.40048326481205,  -7.6391495548083, -10.4367123008287
         142, -4.70646212479605, -7.41668567674924, -7.65573488827766, -10.4529281966631
         143, -4.72271134651795, -7.43297569948974, -7.67239361522987,   -10.46922887366
         144,  -4.7390451087221,  -7.4493521950587, -7.68912572153403, -10.4856135745053
         145, -4.75546250997912, -7.46581441784618,  -7.7059316411164,  -10.502081905801
         146, -4.77196307316326,  -7.4823620210001,  -7.7228122378353, -10.5186338367663
         147, -4.78854674512869, -7.49899505225834, -7.73976877521011, -10.5352696892205
         148,  -4.8052138845915, -7.51571393893338, -7.75680287506229, -10.5519901185452
         149, -4.82196523847951, -7.53251946224019, -7.77391646637231, -10.5687960856516
         150, -4.83880190740018, -7.54941272163645,  -7.7911117256744, -10.5856888205396
         151, -4.85572530114119, -7.56639509016532, -7.80839101040358, -10.6026697784614
         152, -4.87273708533218, -7.58346816195717, -7.82575678690211,  -10.619740589848
         153, -4.88983912062482, -7.60063369317399, -7.84321155511803, -10.6369030051738
         154, -4.90703339598844, -7.61789353785682, -7.86075777216821, -10.6541588360047
         155, -4.92432195792189, -7.63524958034537,  -7.8783977768472, -10.6715098936533
         156, -4.94170683749105, -7.65270366608917, -7.89613371696498, -10.6889579270453
         157, -4.95918997710609, -7.67025753269725, -7.91396748122823, -10.7065045614688
         158, -4.97677315888508, -7.68791274299368, -7.93190063726024, -10.7241512398095
         159, -4.99445793635529, -7.70567062172344, -7.94993437722778, -10.7418991677341
         160, -5.01224557113759, -7.72353219743356,  -7.9680694723495,  -10.759749264143
         161, -5.03013697613264, -7.74149815093671, -7.98630623730567, -10.7777021180922
         162, -5.04813266655656, -7.75956877161964, -8.00464450529257, -10.7957579532609
         163,  -5.0662327199606, -7.77774392266417, -8.02308361420815, -10.8139166008733
         164,  -5.0844367461316, -7.79602301601606, -8.04162240422399, -10.8321774817715
         165, -5.10274386753145, -7.81440499769316, -8.06025922677035, -10.8505395980953
         166, -5.12115271070336, -7.83288834378679, -8.07899196472285, -10.8690015347865
         167, -5.13966140884404, -7.85147106728103, -8.09781806333202, -10.8875614709061
         168, -5.15826761550583, -7.87015073558266, -8.11673457119914, -10.9062172005303
         169, -5.17696852915151, -7.88892449841553, -8.13573819038352, -10.9249661627671
         170, -5.19576092804416, -7.90778912549406, -8.15482533452635, -10.9438054802142
         171, -5.21464121472317, -7.92674105315967, -8.17399219369255, -10.9627320049697
         172, -5.23360546910058, -7.94577643895083, -8.19323480446457, -10.9817423711186
         173, -5.25264950901042, -7.96489122288281, -8.21254912368199, -11.0008330524539
         174, -5.27176895686074, -7.98408119404182, -8.23193110411816, -11.0200004240579
         175, -5.29095931087749, -8.00334206095289, -8.25137677032455, -11.0392408262661
         176, -5.31021601930163, -8.02266952407029, -8.27088229286176, -11.0585506294674
         177,  -5.3295345558096, -8.04205934867006, -8.29044405916904, -11.0779262981777
         178,  -5.3489104943795,  -8.0615074364022,  -8.3100587394094, -11.0973644528405
         179, -5.36833958182811, -8.08100989378805,  -8.3297233457624, -11.1168619278874
         180, -5.38781780629249, -8.10056309602518, -8.34943528382313, -11.1364158246973
         181, -5.40734146003511, -8.12016374459148, -8.36919239499999, -11.1560235582571
         182, -5.42690719510519, -8.13980891731685, -8.38899298907306, -11.1756828965174
         183, -5.44651207059292, -8.15949610981164,  -8.4088358663705, -11.1953919916614
         184,  -5.4661535904581, -8.17922326739891, -8.42872032933427, -11.2151494027585
         185, -5.48582973119333, -8.19898880698307, -8.44864618355567, -11.2349541095328
         186,  -5.5055389588828, -8.21879162858574, -8.46861372866617, -11.2548055172447
         187, -5.52528023552825, -8.23863111658217, -8.48862373974709, -11.2747034529368
         188, -5.54505301482373, -8.25850713096639, -8.50867744016891, -11.2946481535356
         189, -5.56485722785274, -8.27841998924241,   -8.528776466967, -11.3146402465108
         190, -5.58469325945072, -8.29837043978118, -8.54892283001765, -11.3346807239655
         191, -5.60456191620427,  -8.3183596276814,  -8.5691188663723, -11.3547709111704
         192, -5.62446438724462, -8.33838905432603, -8.58936719114884, -11.3749124306431
         193, -5.64440219912696,  -8.3584605319292, -8.60967064637181, -11.3951071629229
         194, -5.66437716616966, -8.37857613441839, -8.63003224909221, -11.4153572051929
         195,  -5.6843913376573, -8.39873814600101, -8.65045514001836, -11.4356648288698
         196, -5.70444694329013, -8.41894900871752, -8.67094253375367,  -11.456032437205
         197, -5.72454633820098, -8.43921127020383, -8.69149767158151, -11.4764625238466
         198, -5.74469194875515, -8.45952753276682, -8.71212377755939, -11.4969576331854
         199, -5.76488622021836, -8.47990040473755, -8.73282401850111, -11.5175203231765
         200, -5.78513156722473, -8.50033245490941, -8.75360146824948, -11.5381531311777
         201,  -5.8054303278068, -8.52082617070195, -8.77445907646177, -11.5588585432028
         202, -5.82578472157992, -8.54138392052529, -8.79539964197451, -11.5796389668474
         203, -5.84619681250116, -8.56200792065461, -8.81642579067027, -11.6004967080047
         204, -5.86666847646004,  -8.5827002067763, -8.83753995764841, -11.6214339513762
         205, -5.88720137380856, -8.60346261022488, -8.85874437340464, -11.6424527446703
         206, -5.90779692680367, -8.62429673881337, -8.88004105364968, -11.6635549862987
         207, -5.92845630182214, -8.64520396205528, -8.90143179234933, -11.6847424163068
         208,  -5.9491803961091, -8.66618540049654, -8.92291815753724, -11.7060166102277
         209, -5.96996982875234, -8.68724191881376, -8.94450148944923,  -11.727378975509
         210, -5.99082493551559, -8.70837412229259, -8.96618290053417, -11.7488307501521
         211, -6.01174576713002, -8.72958235627341, -8.98796327692749, -11.7703730031932
         212, -6.03273209062514, -8.75086670814326, -9.00984328101218, -11.7920066366689
         213, -6.05378339327777, -8.77222701145975, -9.03182335473938, -11.8137323887304
         214, -6.07489888876232, -8.79366285180331, -9.05390372343975, -11.8355508375967
         215, -6.09607752511327, -8.81517357398499, -9.07608439991258, -11.8574624060728
         216, -6.11731799413318, -8.83675829026604, -9.09836518864659, -11.8794673663993
         217, -6.13861874191666, -8.85841588928619, -9.12074569007889, -11.9015658452395
         218, -6.15997798019784, -8.88014504543344, -9.14322530486029, -11.9237578286523
         219, -6.18139369827419,  -8.9019442284367, -9.16580323814284,  -11.946043166938
         220, -6.20286367528875, -8.92381171299587, -9.18847850395401, -11.9684215792824
         221, -6.22438549271186, -8.94574558831401, -9.21124992975253, -11.9908926581598
         222, -6.24595654688016, -8.96774376742479, -9.23411616129356, -12.0134558734824
         223, -6.26757406150263, -8.98980399624944, -9.25707566794599, -12.0361105765112
         224, -6.28923510006295, -9.01192386234275, -9.28012674861979, -12.0588560035592
         225, -6.31093657807991, -9.03410080331409,  -9.3032675384546, -12.0816912795332
         226, -6.33267527521013, -9.05633211493793, -9.32649601641868, -12.1046154213735
         227, -6.35444784718906, -9.07861495897433, -9.34981001394598,   -12.12762734145
         228,  -6.3762508376267, -9.10094637074106, -9.37320722472295, -12.1507258509736
         229,  -6.3980806896769, -9.12332326648255, -9.39668521569904, -12.1739096634828
         230, -6.41993375761374, -9.14574245059319, -9.42024143936487, -12.1971773984534
         231, -6.44180631833876, -9.16820062274487, -9.44387324730732, -12.2205275850752
         232, -6.46369458285258, -9.19069438498111, -9.46757790500015, -12.2439586662286
         233, -6.48559470771949, -9.21322024882875, -9.49135260776363, -12.2674690026768
         234,  -6.5075028065453,  -9.2357746424786, -9.51519449776267, -12.2910568774942
         235, -6.52941496149557, -9.25835391808586, -9.53910068190265, -12.3147205007205
         236, -6.55132723486242, -9.28095435923142, -9.56306825041396, -12.3384580142388
         237, -6.57323568068983, -9.30357218858941, -9.58709429591805, -12.3622674968588
         238, -6.59513635647136, -9.32620357582705, -9.61117593271213, -12.3861469695856
         239, -6.61702533491227, -9.34884464578943, -9.63531031601061, -12.4100944010443
         240, -6.63889871576026, -9.37149148698256, -9.65949466085554, -12.4341077130446
         241,  -6.6607526376953, -9.39414016038946, -9.68372626041218, -12.4581847862492
         242, -6.68258329026271, -9.41678670864767, -9.70800250336142, -12.4823234659278
         243, -6.70438692586579,  -9.4394271656121, -9.73232089012804, -12.5065215677827
         244, -6.72615987175725, -9.46205756632095, -9.75667904767526, -12.5307768838332
         245, -6.74789854205881, -9.48467395738718, -9.78107474265725, -12.5550871883499
         246, -6.76959944974787, -9.50727240782877, -9.80550589271638, -12.5794502438601
         247, -6.79125921861183, -9.52984902034401,   -9.829970575785, -12.6038638072139
         248, -6.81287459510122, -9.55239994301593, -9.85446703728748,  -12.628325635738
         249, -6.83444246008609, -9.57492138147915, -9.87899369516773, -12.6528334935204
         250, -6.85595984041726, -9.59740961146972, -9.90354914271969, -12.6773851578325
         251, -6.87742392026203, -9.61986099177028, -9.92813214927983, -12.7019784257315
         252, -6.89883205211462, -9.64227197746397, -9.95274165883851, -12.7266111208771
         253,  -6.9201817674439, -9.66463913345232, -9.97737678671143, -12.7512811005909
         254, -6.94147078682145, -9.68695914812395, -10.0020368144252, -12.7759862631898
         255, -6.96269702948594,  -9.7092288470968, -10.0267211830259, -12.8007245555989
         256, -6.98385862219184,   -9.731445206877, -10.0514294850346, -12.8254939812667
         257,  -7.0049539072428, -9.75360536830028, -10.0761614552845, -12.8502926083534
         258, -7.02598144956585, -9.77570664960978, -10.1009169609503, -12.8751185781892
         259, -7.04694004275556, -9.79774655897749, -10.1256959909635, -12.8999701139528
         260, -7.06782871387703, -9.81972280627686, -10.1504986451541, -12.9248455295013
         261, -7.08864672702913, -9.84163331394591,  -10.175325123323, -12.9497432382804
         262, -7.10939358545722, -9.86347622674359, -10.2001757145078, -12.9746617622192
         263, -7.13006903222232, -9.88524992019235, -10.2250507866574, -12.9995997404716
         264, -7.15067304928275, -9.90695300755693,  -10.249950776895, -13.0245559378838
         265, -7.17120585503505, -9.92858434521446, -10.2748761825393, -13.0495292530328
         266,  -7.1916679001807, -9.95014303623294, -10.2998275530011, -13.0745187256647
         267, -7.21205986206381,  -9.9716284321378, -10.3248054826096, -13.0995235433944
         268, -7.23238263741351, -9.99304013272219, -10.3498106044717, -13.1245430474359
         269, -7.25263733361148, -10.0143779838904, -10.3748435853261, -13.1495767372628
         270, -7.27282525858062,  -10.035642073561, -10.3999051213443, -13.1746242739922
         271, -7.29294790940031, -10.0568327256211, -10.4249959349133, -13.1996854823298
         272, -7.31300695984171, -10.0779504920948, -10.4501167721632, -13.2247603510199
         273, -7.33300424691649, -10.0989961435621, -10.4752684012433, -13.2498490315924
         274, -7.35294175671277, -10.1199706580203, -10.5004516111189, -13.2749518354032
         275, -7.37282160964786, -10.1408752084234, -10.5256672108278, -13.3000692288504
         276, -7.39264604538777, -10.1617111489881, -10.5509160288793, -13.3252018268187
         277, -7.41241740761907,  -10.182480000675, -10.5761989127895, -13.3503503843011
         278, -7.43213812886259, -10.2031834358897, -10.6015167284494,  -13.375515786291
         279, -7.45181071556559,  -10.223823262857, -10.6268703592797, -13.4006990359911
         280, -7.47143773359082, -10.2444014097842, -10.6522607048708, -13.4259012415214
         281, -7.49102179438501, -10.2649199091253,  -10.677688679138,  -13.451123601189
         282, -7.51056554181771, -10.2853808821316, -10.7031552077988, -13.4763673875542
         283, -7.53007163994164, -10.3057865240156, -10.7286612250532, -13.5016339305042
         284, -7.54954276173128, -10.3261390897969,  -10.754207669474, -13.5269245995183
         285, -7.56898157887084, -10.3464408810727, -10.7797954790939,  -13.552240785346
         286,  -7.5883907526749, -10.3666942338669, -10.8054255855973, -13.5775838814006
         287, -7.60777292619733, -10.3869015076466, -10.8310989077625, -13.6029552650703
         288, -7.62713071737531,  -10.407065075503, -10.8568163442114, -13.6283562791772
         289, -7.64646671340876, -10.4271873157583, -10.8825787653704, -13.6537882139183
         290, -7.66578346631923, -10.4472706048475, -10.9083870051136, -13.6792522893575
         291, -7.68508348934779, -10.4673173113573, -10.9342418518784, -13.7047496388043
         292, -7.70436925459401, -10.4873297914921, -10.9601440396595, -13.7302812932473
         293, -7.72364319145105, -10.5073103857662, -10.9860942388797,  -13.755848166969
         294, -7.74290768585816, -10.5272614166641, -11.0120930474561, -13.7814510445305
         295, -7.76216508028418, -10.5471851873231, -11.0381409821597, -13.8070905692063
         296, -7.78141767447684, -10.5670839812587,  -11.064238470447, -13.8327672329871
         297, -7.80066772663566, -10.5869600627801, -11.0903858429371, -13.8584813682034
         298, -7.81991745500708, -10.6068156780176, -11.1165833268229, -13.8842331407628
         299, -7.83916903999165,  -10.626653056525, -11.1428310401047,  -13.910022545046
         300, -7.85842462621097,  -10.646474413312, -11.1691289868585, -13.9358494005158
         301,  -7.8776863251923, -10.6662819509216, -11.1954770538577, -13.9617133496666
         302, -7.89695621756454, -10.6860778619341, -11.2218750082715,  -13.987613857651
         303, -7.91623635581569, -10.7058643313966, -11.2483224966145,  -14.013550213335
         304, -7.93552876665843, -10.7256435390239, -11.2748190448782, -14.0395215313308
         305, -7.95483545343441, -10.7454176615992, -11.3013640600793, -14.0655267554196
         306, -7.97415839821948, -10.7651888745791, -11.3279568326848,  -14.091564662859
         307, -7.99349956406397, -10.7849593542942, -11.3545965400108, -14.1176338695005
         308, -8.01286089662786, -10.8047312787774, -11.3812822507337, -14.1437328353782
         309,  -8.0322443257439,  -10.824506829012, -11.4080129299069, -14.1698598709504
         310, -8.05165176696684, -10.8442881895758, -11.4347874443112, -14.1960131434682
         311, -8.07108512244239, -10.8640775488852, -11.4616045682713, -14.2221906834752
         312, -8.09054628176218, -10.8838770987862, -11.4884629894092, -14.2483903910526
         313, -8.11003712264301, -10.9036890342414, -11.5153613140279, -14.2746100420638
         314, -8.12955951122183, -10.9235155524894, -11.5422980719764, -14.3008472936516
         315, -8.14911530221843, -10.9433588518678, -11.5692717207585, -14.3270996895557
         316, -8.16870633898314, -10.9632211303878, -11.5962806486486, -14.3533646645516
         317, -8.18833445317658, -10.9831045841727, -11.6233231761127, -14.3796395480193
         318, -8.20800146444328, -11.0030114055058, -11.6503975562446,  -14.405921567279
         319, -8.22770918009719, -11.0229437812647, -11.6775019729024, -14.4322078496218
         320, -8.24745939437556, -11.0429038906169, -11.7046345371314, -14.4584954239264
         321, -8.26725388811459, -11.0628939031004, -11.7317932820971, -14.4847812213448
         322, -8.28709442783866, -11.0829159766143, -11.7589761550437, -14.5110620755124
         323, -8.30698276539595, -11.1029722557073, -11.7861810077229, -14.5373347228049
         324, -8.32692063734363, -11.1230648697974, -11.8134055847854, -14.5635958018038
         325, -8.34690976448037, -11.1431959313294, -11.8406475101479, -14.5898418533057
         326, -8.36695185117734, -11.1633675348575, -11.8679042719101, -14.6160693204297
         327, -8.38704858484068, -11.1835817550719, -11.8951732057779, -14.6422745494428
         328, -8.40720163651979, -11.2038406465586, -11.9224514775234, -14.6684537921918
         329, -8.42741265980546, -11.2241462425376, -11.9497360649647, -14.6946032085837
         330, -8.44768329153456, -11.2445005548411, -11.9770237395597, -14.7207188733431
         331, -8.46801515146327,  -11.264905573832, -12.0043110493399, -14.7467967824376
         332,  -8.4884098429727, -11.2853632678711, -12.0315943029539, -14.7728328639127
         333, -8.50886895303146, -11.3058755844298, -12.0588695540129, -14.7988229913945
         334, -8.52939405365001, -11.3264444504797,  -12.086132591718, -14.8247630009195
         335, -8.54998670165151, -11.3470717738972, -12.1133789319684, -14.8506487109895
         336, -8.57064844062215, -11.3677594436532, -12.1406038136401, -14.8764759487254
         337, -8.59138080086517, -11.3885093319227, -12.1678022018228, -14.9022405761792
         338, -8.61218530182081, -11.4093232959223, -12.1949687951815, -14.9279385252655
         339, -8.63306345197399, -11.4302031786771, -12.2220980409546, -14.9535658337899
         340, -8.65401675176341, -11.4511508125573, -12.2491841579937, -14.9791186866747
         341, -8.67504669414835, -11.4721680195908, -12.2762211674655, -15.0045934598656
         342, -8.69615476665394, -11.4932566150716, -12.3032029316464, -15.0299867681617
         343, -8.71734245233398, -11.5144184086687, -12.3301232027485, -15.0552955156132
         344, -8.73861123226274, -11.5356552068928, -12.3569756784903, -15.0805169453847
         345, -8.75996258740529, -11.5569688160659, -12.3837540682315, -15.1056486927259
         346, -8.78139799912981, -11.5783610438206, -12.4104521644461, -15.1306888377053
         347, -8.80291895208152, -11.5998337004417, -12.4370639241758, -15.1556359542797
         348, -8.82452693511331, -11.6213886026427, -12.4635835510393, -15.1804891576371
         349, -8.84622344292198, -11.6430275730864, -12.4900055890885, -15.2052481480681
         350, -8.86800997846921, -11.6647524447481, -12.5163250083478, -15.2299132501459
