"Outer_Iter",  "rms[A_Rho][0]" , "rms[A_RhoU][0]" , "rms[A_RhoV][0]" ,   "rms[A_E][0]"  
         351, -8.88988805311232, -11.6865650602061, -12.5425373011879, -15.2544854450159
         352,  -8.9118591878624, -11.7084672730058,  -12.568638568479, -15.2789663936445
         353, -8.93392491570253, -11.7304609499992, -12.5946256041418, -15.3033584553297
         354, -8.95608678104841, -11.7525479695057, -12.6204959719726,  -15.327664692117
         355, -8.97834634194239,  -11.774730225004, -12.6462480721241, -15.3518888690218
         356, -9.00070516968846, -11.7970096238933, -12.6718811954664, -15.3760354429099
         357, -9.02316484856807,  -11.819388085701, -12.6973955624981, -15.4001095386914
         358, -9.04572697809617, -11.8418675440709, -12.7227923522045, -15.4241169169653
         359, -9.06839316973835, -11.8644499428216, -12.7480737018943, -15.4480639333617
         360, -9.09116505041886, -11.8871372378469, -12.7732426975817, -15.4719574882511
         361, -9.11404425835646, -11.9099313943375, -12.7983033508967, -15.4958049654836
         362, -9.13703244361798, -11.9328343862627, -12.8232605355088, -15.5196141757018
         363, -9.16013126921099, -11.9558481908152,  -12.848119937436, -15.5433932772422
         364, -9.18334240534697, -11.9789747899135, -12.8728879655871, -15.5671506972973
         365, -9.20666753284251, -12.0022161651343, -12.8975716519203, -15.5908950649011
         366, -9.23010833606644,  -12.025574296207, -12.9221785530742, -15.6146351164214
         367, -9.25366650716952, -12.0490511583673, -12.9467166256992,  -15.638379620979
         368,  -9.2773437393351, -12.0726487161971, -12.9711941048534, -15.6621372951162
         369, -9.30114172546524, -12.0963689270268, -12.9956193689318, -15.6859167273878
         370, -9.32506215574743, -12.1202137236367, -13.0200008294824,  -15.709726291722
         371, -9.34910671820679, -12.1441850300427, -13.0443467761821, -15.7335740731415
         372, -9.37327709334433, -12.1682847428773, -13.0686652704143, -15.7574678092985
         373, -9.39757494928626, -12.1925147323719,  -13.092964024077, -15.7814148151978
         374, -9.42200194428577, -12.2168768413256, -13.1172502856582, -15.8054219214634
         375, -9.44655971873767, -12.2413728760563, -13.1415307441213, -15.8294954278997
         376, -9.47124989992293,  -12.266004605719, -13.1658114442554, -15.8536410389652
         377, -9.49607408972823,  -12.290773762691, -13.1900977075248, -15.8778638476357
         378, -9.52103386923213, -12.3156820399704, -13.2143940668526, -15.9021682833665
         379, -9.54613079333332, -12.3407310751125, -13.2387042352032, -15.9265581051005
         380, -9.57136639363988, -12.3659224681876, -13.2630310732691, -15.9510363491183
         381, -9.59674216656378, -12.3912577606986,  -13.287376566274, -15.9756053522792
         382, -9.62225957999772, -12.4167384454193,  -13.311741840006, -16.0002667260279
         383, -9.64792006576585, -12.4423659617739, -13.3361271849122, -16.0250213656561
         384, -9.67372502772682, -12.4681416924687, -13.3605320698717,  -16.049869473719
         385,  -9.6996758274413, -12.4940669633755, -13.3849552290185, -16.0748105415371
         386, -9.72577379159406, -12.5201430461681, -13.4093946911724, -16.0998434380887
         387, -9.75202021110848, -12.5463711560898, -13.4338478946432, -16.1249663942328
         388, -9.77841634017472, -12.5727524464507, -13.4583117719684, -16.1501770517128
         389, -9.80496338865521,  -12.599288018389, -13.4827828551271, -16.1754725298855
         390, -9.83166254630922, -12.6259789326516, -13.5072573886939, -16.2008494837215
         391, -9.85851494327085, -12.6528261783701, -13.5317314576207, -16.2263041494262
         392, -9.88552168924135,   -12.67983069487, -13.5562011224381, -16.2518324203297
         393, -9.91268386033718, -12.7069933795273, -13.5806625643462, -16.2774299200285
         394, -9.94000248426484, -12.7343150746042, -13.6051121816309, -16.3030920738919
         395, -9.96747857372121, -12.7617965924663,  -13.629546742671,  -16.328814231442
         396, -9.99511311108834, -12.7894387036842,  -13.653963509806,  -16.354591699348
         397, -10.0229070377081, -12.8172421298183, -13.6783603476553, -16.3804198448507
         398, -10.0508612767099, -12.8452075609769,  -13.702735817737, -16.4062942283109
         399,   -10.07897672865, -12.8733356407253, -13.7270893124736,  -16.432210551194
         400, -10.1072542612613, -12.9016270199599, -13.7514210072051, -16.4581649111011
         401, -10.1356947494507, -12.9300823134382,  -13.775732018111, -16.4841537773169
         402, -10.1642990341985, -12.9587020956001, -13.8000244452005, -16.5101740118582
         403, -10.1930679243833, -12.9874869197195, -13.8243012382862, -16.5362230604281
         404, -10.2220022382595,  -13.016437331808, -13.8485663298053, -16.5622988665936
         405, -10.2511027845308, -13.0455538638639, -13.8728245263037, -16.5883999714825
         406, -10.2803703450908, -13.0748370685764, -13.8970814290036, -16.6145256052082
         407, -10.3098057055037, -13.1042873901933, -13.9213434770229, -16.6406755330405
         408, -10.3394096302143, -13.1339053540809, -13.9456176750269,  -16.666850192569
         409, -10.3691828813339, -13.1636914325819,  -13.969911680145,   -16.69305062904
         410, -10.3991261951549, -13.1936460821877, -13.9942335081106, -16.7192785059535
         411, -10.4292403317807,  -13.223769723331, -14.0185915666679, -16.7455359377249
         412,   -10.45952598999, -13.2540627839409,  -14.042994436161, -16.7718256065025
         413, -10.4899839053986, -13.2845256648496, -14.0674507692331, -16.7981505864617
         414, -10.5206147276805, -13.3151587023416, -14.0919691206016, -16.8245143274186
         415,  -10.551419166769, -13.3459622676079, -14.1165579282796, -16.8509205645856
         416, -10.5823978081143, -13.3769365687484, -14.1412252156524, -16.8773732019723
         417, -10.6135512625892, -13.4080818789388, -14.1659787322852, -16.9038762034005
         418, -10.6448800948532, -13.4393983137615,  -14.190825560384, -16.9304336159183
         419, -10.6763847758712, -13.4708858958384, -14.2157722770548, -16.9570493592253
         420,  -10.708065746784, -13.5025446746085, -14.2408247241886, -16.9837271877532
         421, -10.7399233613588, -13.5343744672674, -14.2659878538403, -17.0104706621715
         422, -10.7719579072983, -13.5663750580852, -14.2912659818722, -17.0372828358311
         423, -10.8041695660206,  -13.598546024196, -14.3166624305197, -17.0641665747501
         424, -10.8365584070774, -13.6308868065507, -14.3421796102394, -17.0911240687526
         425, -10.8691242940843, -13.6633965677484, -14.3678190449597, -17.1181570577183
         426,  -10.901867096363, -13.6960744068637, -14.3935813466276, -17.1452665447089
         427, -10.9347864199455, -13.7289192316737, -14.4194660910165, -17.1724531039307
         428, -10.9678817705046,  -13.761929489854, -14.4454719874872, -17.1997165171043
         429, -11.0011523173064, -13.7951036340792, -14.4715968777454, -17.2270559258442
         430,  -11.034597108681, -13.8284395985799, -14.4978378146819,  -17.254469794974
         431, -11.0682150780117, -13.8619350696771, -14.5241909759406, -17.2819558682124
         432, -11.1020045328836, -13.8955873124034, -14.5506518668155, -17.3095111076076
         433, -11.1359639913464, -13.9293934639595, -14.5772153023526, -17.3371322379645
         434, -11.1700912266779, -13.9633499904345, -14.6038757441608, -17.3648149596491
         435, -11.2043840296129, -13.9974532191949, -14.6306269034586, -17.3925547844047
         436, -11.2388394893801, -14.0316986095506, -14.6574624826322, -17.4203466318914
         437, -11.2734548137572, -14.0660818664853,  -14.684375670654, -17.4481851892604
         438, -11.3082264475716, -14.1005975282644,  -14.711359775836, -17.4760647514018
         439,  -11.343150611853, -14.1352400711128, -14.7384080996451, -17.5039794665152
         440, -11.3782230203779, -14.1700033611122,  -14.765514178908,  -17.531923463719
         441, -11.4134389408114, -14.2048808883163, -14.7926714202433, -17.5598912863047
         442, -11.4487933311448,  -14.239865386953, -14.8198743037413, -17.5878770897134
         443,   -11.48428072199, -14.2749496287094, -14.8471171663282, -17.6158757715982
         444, -11.5198951024538, -14.3101252098562, -14.8743956514832, -17.6438824827248
         445, -11.5556298824181, -14.3453836694826, -14.9017058213245, -17.6718929960269
         446, -11.5914785256672, -14.3807168733632, -14.9290443539581, -17.6999036680199
         447, -11.6274337976183, -14.4161150215778, -14.9564093240413, -17.7279119061105
         448, -11.6634876465833, -14.4515686979798, -14.9837993256094, -17.7559156925386
         449, -11.6996323579666, -14.4870682755152, -15.0112143357695, -17.7839139486261
         450,  -11.735858748284, -14.5226037519319, -15.0386552189493, -17.8119064935905
         451, -11.7721595422047, -14.5581654067113, -15.0661234685905, -17.8398948820763
         452, -11.8085241355346, -14.5937424350967, -15.0936222518878, -17.8678802947411
         453, -11.8449449302565, -14.6293260037221, -15.1211550849948, -17.8958663226734
         454, -11.8814116380835, -14.6649049449285, -15.1487269951585, -17.9238564519283
         455, -11.9179141221198, -14.7004701332098, -15.1763432114263, -17.9518559718686
         456, -11.9544447068867, -14.7360125927644, -15.2040098981067, -17.9798704311263
         457, -11.9909923772949,  -14.771522898478, -15.2317337485988, -18.0079064768235
         458, -12.0275482627507, -14.8069925045563, -15.2595223697652, -18.0359715474838
         459, -12.0641039347891, -14.8424150536056, -15.2873829118225,  -18.064073323346
         460, -12.1006494623506, -14.8777830712419, -15.3153237267041, -18.0922201691087
         461, -12.1371776851351, -14.9130904308929, -15.3433526515385, -18.1204206970309
         462, -12.1736792198988, -14.9483310470465, -15.3714770705043, -18.1486841901115
         463,  -12.210147304913, -14.9835001790186, -15.3997068308234, -18.1770184744827
         464, -12.2465749650077, -15.0185957381832, -15.4280468952282, -18.2054338578558
         465, -12.2829557009848, -15.0536135013057, -15.4565056305034, -18.2339384770559
         466, -12.3192827842469, -15.0885523348186, -15.4850899311747, -18.2625405518775
         467, -12.3555529206416, -15.1234134981133, -15.5138056856693, -18.2912483335759
         468, -12.3917600681047, -15.1581930663424, -15.5426580430668, -18.3200693995983
         469, -12.4279012031005, -15.1928951019657, -15.5716522404945, -18.3490104163513
         470, -12.4639748280276, -15.2275177887229,  -15.600791092986, -18.3780777265801
         471, -12.4999728047854, -15.2620662145885, -15.6300781920317, -18.4072762780347
         472, -12.5359005374385, -15.2965404877755, -15.6595145155074, -18.4366108128433
         473, -12.5717516270053, -15.3309425421013, -15.6891017526163, -18.4660840251112
         474, -12.6075255571297,  -15.365276549941, -15.7188405145351, -18.4956989790304
         475, -12.6432219798959, -15.3995444291793, -15.7487272042028, -18.5254573228235
         476, -12.6788417873642, -15.4337529542553, -15.7787612032836, -18.5553589083192
         477, -12.7143815079922, -15.4679002920001, -15.8089381594956, -18.5854030530049
         478, -12.7498413624363, -15.5019876055719, -15.8392547257205, -18.6155871959491
         479, -12.7852244351508, -15.5360205979951, -15.8697046565364, -18.6459093339774
         480, -12.8205247370252, -15.5700004761803, -15.9002814420661, -18.6763640615127
         481, -12.8557437870317, -15.6039240040054, -15.9309783834647, -18.7069470399893
         482,  -12.890876747293, -15.6377963735976,  -15.961785475681, -18.7376522046405
         483, -12.9259267116561, -15.6716131698366,  -15.992694820899, -18.7684721322586
         484, -12.9608868162612, -15.7053677133678, -16.0236983330542, -18.7993973728262
         485, -12.9957522889414, -15.7390712399599, -16.0547836932179, -18.8304194011219
         486, -13.0305274014053, -15.7727095725437, -16.0859410796779, -18.8615292172332
         487, -13.0652015626479, -15.8062842330954,  -16.117160092205, -18.8927164496288
         488, -13.0997686334246, -15.8397884613664, -16.1484281905367, -18.9239692427277
         489, -13.1342306342888, -15.8732166655037, -16.1797354087623, -18.9552785772294
         490, -13.1685730432998,  -15.906565073713, -16.2110714169602, -18.9866308195563
         491, -13.2027957038664, -15.9398297952461, -16.2424269408281, -19.0180149476189
         492, -13.2368924677671, -15.9730043397557, -16.2737911300105, -19.0494212005646
         493, -13.2708583145781, -16.0060801339225, -16.3051532987422, -19.0808380990264
         494, -13.3046879665879, -16.0390558162128, -16.3365103029781, -19.1122536962047
         495, -13.3383709971377,  -16.071930444203, -16.3678498892694, -19.1436629206315
         496, -13.3719093840844, -16.1046882333133, -16.3991662602472, -19.1750543220826
         497, -13.4052968516311, -16.1373328069115, -16.4304582624831, -19.2064189106045
         498, -13.4385262050562, -16.1698579039966, -16.4617220601769, -19.2377485102815
         499, -13.4716048035641, -16.2022752716815, -16.4929582641175,  -19.269042889961
         500, -13.5045215766222, -16.2345695783823, -16.5241622721024, -19.3003013925184
         501, -13.5372864276332, -16.2667464469845, -16.5553344717253, -19.3315154470723
         502, -13.5699023462843,  -16.298805141447, -16.5864874672196, -19.3626788976336
         503, -13.6023680379387, -16.3307556690232,  -16.617613406334, -19.3938073204439
         504, -13.6346848999805, -16.3626033726714, -16.6487130912993,  -19.424898370123
         505, -13.6668704532154, -16.3943425509448, -16.6798123488592,  -19.455943606595
         506, -13.6989288301013, -16.4259958665013, -16.7109050656188, -19.4869607178687
         507, -13.7308677773853, -16.4575702317602,  -16.742004439295,  -19.517958007464
         508, -13.7626954824051, -16.4890731037111, -16.7731042254031, -19.5489374480402
         509, -13.7944367657681, -16.5205134542729, -16.8042396500593, -19.5799016876133
         510, -13.8260855156667,  -16.551901076833, -16.8353999352989,  -19.610870336592
         511, -13.8576865471561, -16.5832582466176, -16.8666007277057, -19.6418479636859
         512, -13.8892231004109,   -16.61458198065, -16.8978491293191, -19.6728443246888
         513,  -13.920704704912,  -16.645901718477, -16.9291619190298, -19.7038708599724
         514, -13.9521713910989, -16.6772220992132, -16.9605265345595, -19.7349386334346
         515, -13.9836312728962, -16.7085495863218, -16.9919796110831, -19.7660512464717
         516, -14.0150812618572, -16.7398904857265, -17.0234965085392, -19.7972274969802
