"Outer_Iter",  "rms[A_Rho][0]" , "rms[A_RhoU][0]" , "rms[A_RhoV][0]" ,   "rms[A_E][0]"  
         101, -3.23383390786607, -5.94353150105946, -6.15370805859824, -8.97589649617223
         102, -3.24526692456362, -5.95491943773231, -6.16606707823347, -8.98743279812741
         103, -3.25680637093056, -5.96641874928795, -6.17852225400087,  -8.9990756742517
         104, -3.26845455811584, -5.97803171533168, -6.19107667407577, -9.01082812559075
         105, -3.28021375059355, -5.98976054282114, -6.20373331094633, -9.02269303460159
         106, -3.29208615550752, -6.00160735636641, -6.21649499609402, -9.03467314650172
         107, -3.30407391188852, -6.01357418892364, -6.22936439750892, -9.04677105166846
         108, -3.31617908018516, -6.02566297312155, -6.24234400030649, -9.05898916943164
         109, -3.32840363236579, -6.03787553332703, -6.25543609042972, -9.07132973356876
         110, -3.34074944259357,  -6.0502135783441, -6.26864274124118, -9.08379477967971
         111, -3.35321827826895, -6.06267869444354, -6.28196580271585, -9.09638613440882
         112, -3.36581179112744, -6.07527233832243, -6.29540689285515,  -9.1091054063086
         113, -3.37853150804815, -6.08799582959743,  -6.3089673908325, -9.12195397806989
         114, -3.39137882122582, -6.10085034249116, -6.32264843130486,  -9.1349329998495
         115, -3.40435497737852, -6.11383689644212, -6.33645089934229, -9.14804338345149
         116, -3.41746106572811,  -6.1269563454625, -6.35037542553324, -9.16128579715248
         117, -3.43069800461273,   -6.140209366204, -6.36442238097349, -9.17466066102733
         118,  -3.4440665267564, -6.15359644486205, -6.37859187201288, -9.18816814274244
         119, -3.45756716340201, -6.16711786322721, -6.39288373482003, -9.20180815391385
         120, -3.47120022769219,  -6.1807736843514, -6.40729753003923, -9.21558034724526
         121, -3.48496579784977, -6.19456373842939, -6.42183253803507, -9.22948411475558
         122, -3.49886370086136, -6.20848760960581, -6.43648775541686, -9.24351858748329
         123, -3.51289349749424, -6.22254462450195, -6.45126189367829, -9.25768263711969
         124,  -3.5270544695665, -6.23673384330716, -6.46615338087212, -9.27197488006692
         125, -3.54134561043347, -6.25105405428598, -6.48116036726561, -9.28639368442425
         126, -3.55576561964688, -6.26550377251246, -6.49628073588466, -9.30093718037572
         127, -3.57031290268665, -6.28008124356149, -6.51151211874843, -9.31560327438642
         128, -3.58498557655935, -6.29478445276783, -6.52685191941718, -9.33038966752397
         129, -3.59978148190423,  -6.3096111405097, -6.54229734223379, -9.34529387810731
         130, -3.61469820204993, -6.32455882378742, -6.55784542834884, -9.36031326874831
         131,  -3.6297330892293, -6.33962482415267, -6.57349309829765, -9.37544507769432
         132, -3.64488329789559, -6.35480630180911, -6.58923720056184, -9.39068645420893
         133, -3.66014582480141, -6.37010029545971, -6.60507456521368, -9.40603449755023
         134, -3.67551755521422, -6.38550376723051, -6.62100206142813, -9.42148629893157
         135, -3.69099531435964, -6.40101365176396, -6.63701665737016, -9.43703898568382
         136, -3.70657592292144, -6.41662690835777, -6.65311548074536, -9.45268976668749
         137, -3.72225625519526, -6.43234057483734, -6.66929587814858,  -9.4684359780168
         138, -3.73803329830528,  -6.4481518217012, -6.68555547127297, -9.48427512763947
         139,  -3.7539042107609, -6.46405800497977, -6.70189220805272, -9.50020493795602
         140, -3.76986637856107, -6.48005671620381, -6.71830440691072, -9.51622338494331
         141, -3.78591746705369, -6.49614582789524, -6.73479079246233, -9.53232873269315
         142, -3.80205546682798, -6.51232353307129, -6.75135052128274, -9.54851956220971
         143, -3.81827873205969, -6.52858837739184,  -6.7679831966645, -9.56479479344776
         144, -3.83458600993431, -6.54493928277482, -6.78468887165752, -9.58115369973599
         145, -3.85097646003875, -6.56137556154926, -6.80146804008194, -9.59759591392752
         146, -3.86744966292205, -6.57789692049975, -6.81832161561084, -9.61412142585113
         147, -3.88400561736981, -6.59450345446822, -6.83525089941956, -9.63073057088792
         148, -3.90064472629778, -6.61119562950541, -6.85225753727196, -9.64742400976301
         149, -3.91736777153436, -6.62797425589168, -6.86934346724682, -9.66420269990687
         150, -3.93417587811109, -6.64484045166191,  -6.8865108595867, -9.68106785899873
         151, -3.95107046900345, -6.66179559755899,  -6.9037620503689, -9.69802092154235
         152, -3.96805321154767, -6.67884128459519,  -6.9210994708497,  -9.7150634895354
         153, -3.98512595699368, -6.69597925561113, -6.93852557441545, -9.73219727846974
         154, -4.00229067483436, -6.71321134238404, -6.95604276309427, -9.74942406003598
         155, -4.01954938367248, -6.73053939994546, -6.97365331553946, -9.76674560299836
         156, -4.03690408044994, -6.74796523982494,   -6.991359318303, -9.78416361375397
         157, -4.05435666987082, -6.76549056394081, -7.00916260207881, -9.80167967809342
         158, -4.07190889580456, -6.78311690081579, -7.02706468442226, -9.81929520564114
         159, -4.08956227636597,  -6.8008455457101, -7.04506672025155, -9.83701137837517
         160, -4.10731804423799, -6.81867750614042, -7.06316946121702, -9.85482910451243
         161, -4.12517709364235, -6.83661345409977, -7.08137322479294, -9.87274897890156
         162, -4.14313993517628, -6.85465368611282, -7.09967787370648, -9.89077125089598
         163, -4.16120665952749, -6.87279809206251, -7.11808280607864, -9.90889580048977
         164, -4.17937691086091, -6.89104613350902, -7.13658695641184, -9.92712212329293
         165, -4.19764987044298, -6.90939683199879, -7.15518880732133, -9.94544932470671
         166, -4.21602425083607, -6.92784876762966, -7.17388641167955, -9.96387612343592
         167, -4.23449830076214, -6.94640008790585, -7.19267742461772, -9.98240086425046
         168, -4.25306982050031,  -6.9650485266825, -7.21155914461884, -10.0010215396849
         169, -4.27173618745433, -6.98379143277109, -7.23052856273578, -10.0197358201492
         170, -4.29049439130167,  -7.0026258075542, -7.24958241878661, -10.0385410917172
         171, -4.30934107792174, -7.02154835074686, -7.26871726321571, -10.0574345006704
         172,  -4.3282726011002, -7.04055551324613,  -7.2879295231745, -10.0764130037051
         173,  -4.3472850808215, -7.05964355583463, -7.30721557126566, -10.0954734225673
         174, -4.36637446679972, -7.07880861235212, -7.32657179532636, -10.1146125017645
         175, -4.38553660576247, -7.09804675583046, -7.34599466759301, -10.1338269679268
         176, -4.40476731090054, -7.11735406600258, -7.36548081160238, -10.1531135893475
         177, -4.42406243183101, -7.13672669655259, -7.38502706524457, -10.1724692342347
         178,  -4.4434179233988,  -7.1561609404757, -7.40463053848865, -10.1918909262496
         179, -4.46282991166643, -7.17565329196497, -7.42428866445677, -10.2113758959943
         180, -4.48229475551282, -7.19520050333781, -7.44399924271531, -10.2309216272413
         181, -4.50180910238265, -7.21479963565808,  -7.4637604738873, -10.2505258968618
         182, -4.52136993689361, -7.23444810189558, -7.48357098494971, -10.2701868076098
         183, -4.54097462121707, -7.25414370168717, -7.50342984486069, -10.2899028131432
         184, -4.56062092639031, -7.27388464701696, -7.52333657044818, -10.3096727349034
         185, -4.58030705398785, -7.29366957840439, -7.54329112277886, -10.3294957707227
         186, -4.60003164786399, -7.31349757147148, -7.56329389449129, -10.3493714952742
         187, -4.61979379596797, -7.33336813403824, -7.58334568882283, -10.3692998527124
         188, -4.63959302251665, -7.35328119416302, -7.60344769126525, -10.3892811420639
         189, -4.65942927107216, -7.37323707978451, -7.62360143494961, -10.4093159961098
         190, -4.67930287930758, -7.39323649083335, -7.64380876097645, -10.4294053546515
         191, -4.69921454644284, -7.41328046484859, -7.66407177497476, -10.4495504331561
         192, -4.71916529448629,  -7.4333703372601, -7.68439280119191, -10.4697526878493
         193,  -4.7391564245254, -7.45350769757566, -7.70477433538667, -10.4900137783453
         194,  -4.7591894693687,  -7.4736943427413, -7.72521899772523, -10.5103355288961
         195, -4.77926614385172, -7.49393222892966, -7.74572948677545, -10.5307198892875
         196, -4.79938829408583, -7.51422342295641, -7.76630853555863,  -10.551168896335
         197, -4.81955784685693, -7.53457005443622, -7.78695887046253, -10.5716846368258
         198, -4.83977676027486, -7.55497426967024,  -7.8076831736507, -10.5922692126333
         199, -4.86004697664384, -7.57543818812193, -7.82848404943613, -10.6129247085938
         200, -4.88037037837395, -7.59596386218362, -7.84936399491022, -10.6336531635968
         201, -4.90074874759617, -7.61655324078039, -7.87032537496617, -10.6544565452009
         202, -4.92118372998055, -7.63720813720037,  -7.8913704017019, -10.6753367279511
         203,  -4.9416768030946, -7.65793020138621, -7.91250111806247, -10.6962954754513
         204,  -4.9622292494924, -7.67872089678462, -7.93371938547387, -10.7173344261293
         205, -4.98284213458173, -7.69958148172127, -7.95502687513226, -10.7384550825403
         206, -5.00351628919558, -7.72051299515803, -7.97642506254584, -10.7596588039702
         207, -5.02425229668791, -7.74151624659547, -7.99791522489083, -10.7809468020399
         208, -5.04505048428762, -7.76259180981153, -8.01949844071871, -10.8023201389633
         209, -5.06591091837666, -7.78374002006892, -8.04117559155041, -10.8237797280881
         210, -5.08683340330799, -7.80496097438805, -8.06294736491013, -10.8453263363311
         211, -5.10781748335087, -7.82625453445888, -8.08481425838451, -10.8669605881209
         212,  -5.1288624473317, -7.84762033175918, -8.10677658433048, -10.8886829704789
         213, -5.14996733554114, -7.86905777445538, -8.12883447491515, -10.9104938388847
         214, -5.17113094848667, -7.89056605567712, -8.15098788722187, -10.9323934236119
         215, -5.19235185709306, -7.91214416278268, -8.17323660822081, -10.9543818362534
         216, -5.21362841398089, -7.93379088727174, -8.19558025947468, -10.9764590761949
         217, -5.23495876549289, -7.95550483503428,  -8.2180183014934, -10.9986250368467
         218,  -5.2563408641725, -7.97728443667144, -8.24055003772962, -11.0208795114781
         219, -5.27777248144319, -7.99912795766526, -8.26317461824246, -11.0432221985518
         220, -5.29925122028348, -8.02103350821823,    -8.28589104312, -11.0656527064849
         221, -5.32077452772812,  -8.0429990526275, -8.30869816576938,   -11.08817055781
         222, -5.34233970707206, -8.06502241809911, -8.33159469623055, -11.1107751927358
         223, -5.36394392968749, -8.08710130294121, -8.35457920467588, -11.1334659721368
         224, -5.38558424640196, -8.10923328411211, -8.37765012527892, -11.1562421800202
         225, -5.40725759840927, -8.13141582412926, -8.40080576062584, -11.1791030255394
         226, -5.42896082771839, -8.15364627736361, -8.42404428684429, -11.2020476446317
         227, -5.45069068715883, -8.17592189577188, -8.44736375959957, -11.2250751013636
         228,  -5.4724438499824,  -8.1982398341283, -8.47076212109926, -11.2481843890699
         229, -5.49421691911318,  -8.2205971548343, -8.49423720819931, -11.2713744313668
         230, -5.51600643610138, -8.24299083239045, -8.51778676168476, -11.2946440831277
         231, -5.53780888984704, -8.26541775762059, -8.54140843675286, -11.3179921314821
         232, -5.55962072516366, -8.28787474173873, -8.56509981468938, -11.3414172969002
         233, -5.58143835123567, -8.31035852034863, -8.58885841569143, -11.3649182344163
         234, -5.60325815004666, -8.33286575747467, -8.61268171273629, -11.3884935350327
         235, -5.62507648482942, -8.35539304969944, -8.63656714636924, -11.4121417273277
         236,  -5.6468897085912, -8.37793693049739, -8.66051214024968, -11.4358612792891
         237, -5.66869417277083, -8.40049387484768, -8.68451411725039, -11.4596506003856
         238, -5.69048623606219,  -8.4230603041925, -8.70857051589003, -11.4835080438838
         239,  -5.7122622734452, -8.44563259181756, -8.73267880685048, -11.5074319094104
         240, -5.73401868545478, -8.46820706871624, -8.75683650933169, -11.5314204457501
         241, -5.75575190770819, -8.49078002999667, -8.78104120696726, -11.5554718538899
         242, -5.77745842071548, -8.51334774189652, -8.80529056305949,  -11.579584290296
         243, -5.79913475997007, -8.53590644943885,  -8.8295823348602, -11.6037558704403
         244, -5.82077752633635, -8.55845238478642, -8.85391438668233, -11.6279846725689
         245, -5.84238339671567, -8.58098177632083, -8.87828470161929, -11.6522687417273
         246, -5.86394913497487, -8.60349085847377, -8.90269139170148, -11.6766060940675
         247, -5.88547160311858,  -8.6259758823247, -8.92713270632778, -11.7009947214487
         248, -5.90694777265501, -8.64843312696171,  -8.9516070388919, -11.7254325963593
         249, -5.92837473611102, -8.67085891160621, -8.97611293151976,  -11.749917677198
         250, -5.94974971862271, -8.69324960844489, -9.00064907788871, -11.7744479139414
         251, -5.97107008952359, -8.71560165614432,  -9.0252143241952, -11.7990212542269
         252, -5.99233337384015, -8.73791157395376, -9.04980766828328, -11.8236356498845
         253, -6.01353726356507, -8.76017597631755,  -9.0744282570793, -11.8482890639427
         254, -6.03467962861988, -8.78239158787531, -9.09907538246074, -11.8729794781183
         255, -6.05575852733024, -8.80455525870218, -9.12374847574322, -11.8977049008085
         256, -6.07677221629547, -8.82666397964101, -9.14844710096674, -11.9224633755717
         257, -6.09771915949243, -8.84871489752423, -9.17317094722931, -11.9472529900638
         258, -6.11859803646846, -8.87070533011044, -9.19791982027671, -11.9720718854073
         259, -6.13940774944814, -8.89263278050044, -9.22269363360804, -11.9969182659244
         260, -6.16014742922775, -8.91449495081653,  -9.2474923993042, -12.0217904091599
         261, -6.18081643970968, -8.93628975491409, -9.27231621884457, -12.0466866760758
         262, -6.20141438096257, -8.95801532992176, -9.29716527408986, -12.0716055213131
         263, -6.22194109068943, -8.97967004634897, -9.32203981865394, -12.0965455033821
         264, -6.24239664403936, -9.00125251661515, -9.34694016980585, -12.1215052946073
         265, -6.26278135172212, -9.02276160177239, -9.37186670105649, -12.1464836906712
         266, -6.28309575635215, -9.04419641630503,  -9.3968198355303, -12.1714796195669
         267, -6.30334062711546, -9.06555633086285, -9.42180004018806, -12.1964921497659
         268, -6.32351695273075, -9.08684097286674, -9.44680782094381, -12.2215204974243
         269,  -6.3436259328121, -9.10805022493392, -9.47184371866459,  -12.246564032433
         270, -6.36366896775094, -9.12918422114183, -9.49690830603111, -12.2716222831269
         271, -6.38364764723465,  -9.1502433411806, -9.52200218519979, -12.2966949395023
         272, -6.40356373756273, -9.17122820246047, -9.54712598613199, -12.3217818548014
         273, -6.42341916797065, -9.19213965033747, -9.57228036551505, -12.3468830453181
         274, -6.44321601614319, -9.21297874664698, -9.59746600615923, -12.3719986883612
         275, -6.46295649312563, -9.23374675669506, -9.62268361659983, -12.3971291183238
         276, -6.48264292785168, -9.25444513500863, -9.64793393092727, -12.4222748207905
         277, -6.50227775154441, -9.27507551004478, -9.67321770847733, -12.4474364247601
         278, -6.52186348215572, -9.29563966816803, -9.69853573339329,  -12.472614692976
         279, -6.54140270905161, -9.31613953713121, -9.72388881378458, -12.4978105104815
         280, -6.56089807820706, -9.33657716942902, -9.74927778040495, -12.5230248715158
         281, -6.58035227798829, -9.35695472563021,  -9.7747034846982, -12.5482588649233
         282, -6.59976802573214, -9.37727445811709, -9.80016679609752, -12.5735136582362
         283, -6.61914805525534, -9.39753869536095, -9.82566859857375, -12.5987904806336
         284, -6.63849510535751, -9.41774982692896, -9.85120978625754, -12.6240906050539
         285, -6.65781190944361, -9.43791028952659, -9.87679125822972, -12.6494153296659
         286, -6.67710118630115, -9.45802255408834, -9.90241391244407, -12.6747659589504
         287, -6.69636563207473, -9.47808911407446, -9.92807863884801,  -12.700143784674
         288, -6.71560791337916, -9.49811247508974, -9.95378631171558, -12.7255500670084
         289, -6.73483066164695, -9.51809514591187, -9.97953778137233, -12.7509860160282
         290, -6.75403646860192, -9.53803963075371,  -10.005333865387, -12.7764527738748
         291, -6.77322788276554, -9.55794842298254, -10.0311753394097, -12.8019513976816
         292,  -6.7924074070767, -9.57782400013378, -10.0570629277634, -12.8274828436519
         293, -6.81157749734803, -9.59766882017401, -10.0829972940098, -12.8530479523343
         294, -6.83074056164335, -9.61748531882435, -10.1089790317111, -12.8786474352251
         295,  -6.8498989603277, -9.63727590810607, -10.1350086554719, -12.9042818629699
         296, -6.86905500691395,    -9.65704297572, -10.1610865925147, -12.9299516551312
         297, -6.88821096926094, -9.67678888520193, -10.1872131749701, -12.9556570715883
         298, -6.90736907138262, -9.69651597689487, -10.2133886329852, -12.9813982057084
         299, -6.92653149555122, -9.71622656928377, -10.2396130888134, -13.0071749791689
         300, -6.94570038463802, -9.73592296092619,  -10.265886552085, -13.0329871384815
         301,   -6.964877844678, -9.75560743251692, -10.2922089162116, -13.0588342532038
         302, -6.98406594748259, -9.77528224924041, -10.3185799560122,  -13.084715715632
         303, -7.00326673325358, -9.79494966307859, -10.3449993267563, -13.1106307419405
         304, -7.02248221324515, -9.81461191519417, -10.3714665643299, -13.1365783747615
         305, -7.04171437225527, -9.83427123795947, -10.3979810867828, -13.1625574867943
         306, -7.06096517090553,  -9.8539298571109, -10.4245421969133, -13.1885667855907
         307, -7.08023654798236, -9.87358999339236, -10.4511490859369, -13.2146048190788
         308, -7.09953042216504, -9.89325386387831,  -10.477800838105,  -13.240669981805
         309, -7.11884869398074, -9.91292368325909, -10.5044964358508,  -13.266760521761
         310, -7.13819324722458, -9.93260166427619,   -10.53123476564, -13.2928745471987
         311,   -7.157565950073, -9.95229001830641, -10.5580146240268, -13.3190100339575
         312, -7.17696865634615, -9.97199095521625, -10.5848347235787, -13.3451648323815
         313, -7.19640320602234, -9.99170668309474, -10.6116936986493, -13.3713366742042
         314, -7.21587142587857, -10.0114394075118, -10.6385901108365, -13.3975231787907
         315, -7.23537512982068, -10.0311913306415, -10.6655224530362, -13.4237218592035
         316, -7.25491611903524, -10.0509646500499, -10.6924891530866, -13.4499301272338
         317, -7.27449618188903, -10.0707615572335, -10.7194885755641, -13.4761452978352
         318, -7.29411709385878, -10.0905842361151, -10.7465190223337, -13.5023645927876
         319, -7.31378061722025, -10.1104348614149, -10.7735787311325, -13.5285851436754
         320,  -7.3334885005254, -10.1303155968256, -10.8006658722044, -13.5548039937956
         321, -7.35324247854337, -10.1502285932425, -10.8277785431858, -13.5810180994385
         322, -7.37304427131358, -10.1701759870879,  -10.854914761246, -13.6072243308002
         323, -7.39289558419032, -10.1901598989143, -10.8820724536213, -13.6334194721592
         324, -7.41279810695678, -10.2101824314213, -10.9092494459039, -13.6596002220589
         325, -7.43275351363947, -10.2302456681603, -10.9364434483471, -13.6857631928375
         326, -7.45276346232617,  -10.250351672642, -10.9636520405098, -13.7119049114938
         327, -7.47282959440495, -10.2705024869685, -10.9908726542116, -13.7380218203015
         328, -7.49295353508378, -10.2907001313289, -11.0181025557751, -13.7641102790389
         329, -7.51313689260516, -10.3109466033874,  -11.045338827007, -13.7901665677675
         330, -7.53338125898195, -10.3312438778288,  -11.072578346829,  -13.816186892497
         331, -7.55368820986763,  -10.351593906696, -11.0998177729859, -13.8421673915351
         332,  -7.5740593048445,  -10.371998619259,  -11.127053524828,   -13.86810414619
         333, -7.59449608817794, -10.3924599229088, -11.1542817680756, -13.8939931930338
         334,  -7.6150000893272, -10.4129797038806, -11.1814984022381, -13.9198305403476
         335, -7.63557282376201, -10.4335598280175, -11.2086990521996, -13.9456121875519
         336, -7.65621579383276, -10.4542021422562, -11.2358790626186, -13.9713341489713
         337, -7.67693048956204, -10.4749084761808, -11.2630334994501,  -13.996992481416
         338, -7.69771839085698, -10.4956806432948, -11.2901571565471, -14.0225833159508
         339, -7.71858096743732, -10.5165204435266, -11.3172445688432, -14.0481028933457
         340, -7.73951968124506, -10.5374296648896, -11.3442900337026, -14.0735476048639
         341, -7.76053598754048, -10.5584100848665, -11.3712876405774, -14.0989140329455
         342, -7.78163133623733,  -10.579463474105, -11.3982313087363, -14.1241989988155
         343, -7.80280717440921, -10.6005915969816, -11.4251148332878, -14.1493996107815
         344, -7.82406494687085,  -10.621796215118, -11.4519319418166, -14.1745133133299
         345,   -7.845406098457, -10.6430790888881, -11.4786763577636, -14.1995379383756
         346, -7.86683207579817, -10.6644419801409, -11.5053418726567,  -14.224471755833
         347, -7.88834432852668,  -10.685886653581, -11.5319224251671, -14.2493135213557
         348, -7.90994431133748, -10.7074148795982, -11.5584121862507, -14.2740625240251
         349, -7.93163348510847, -10.7290284353589,  -11.584805649091, -14.2987186268461
         350, -7.95341331888437, -10.7507291075339, -11.6110977191852, -14.3232823074708
         351,  -7.9752852909026, -10.7725186919005, -11.6372838091864, -14.3477546853247
