NodeID,x,y,z
103,4.949999809265137,0.737500011920929,0.0
104,5.0,0.75,0.0
105,5.050000190734863,0.762499988079071,0.0
106,5.099999904632568,0.7749999761581421,0.0
107,5.150000095367432,0.7875000238418579,0.0
108,5.199999809265137,0.800000011920929,0.0
109,5.25,0.8125,0.0
110,5.300000190734863,0.824999988079071,0.0
111,5.349999904632568,0.8374999761581421,0.0
112,5.400000095367432,0.8500000238418579,0.0
113,5.449999809265137,0.862500011920929,0.0
114,5.5,0.875,0.0
115,5.550000190734863,0.887499988079071,0.0
116,5.599999904632568,0.8999999761581421,0.0
117,5.650000095367432,0.9125000238418579,0.0
118,5.699999809265137,0.925000011920929,0.0
119,5.75,0.9375,0.0
120,5.800000190734863,0.949999988079071,0.0
121,5.849999904632568,0.9624999761581421,0.0
122,5.900000095367432,0.9750000238418579,0.0
123,5.949999809265137,0.987500011920929,0.0
2,6.0,1.0,0.0
124,6.050000190734863,1.0,0.0
125,6.099999904632568,1.0,0.0
126,6.150000095367432,1.0,0.0
127,6.199999809265137,1.0,0.0
128,6.25,1.0,0.0
129,6.300000190734863,1.0,0.0
130,6.349999904632568,1.0,0.0
131,6.400000095367432,1.0,0.0
132,6.449999809265137,1.0,0.0
133,6.5,1.0,0.0
134,6.550000190734863,1.0,0.0
135,6.599999904632568,1.0,0.0
136,6.650000095367432,1.0,0.0
137,6.699999809265137,1.0,0.0
138,6.75,1.0,0.0
139,6.800000190734863,1.0,0.0
140,6.849999904632568,1.0,0.0
141,6.900000095367432,1.0,0.0
142,6.949999809265137,1.0,0.0
143,7.0,1.0,0.0
144,7.050000190734863,1.0,0.0
145,7.099999904632568,1.0,0.0
146,7.150000095367432,1.0,0.0
147,7.199999809265137,1.0,0.0
148,7.25,1.0,0.0
149,7.300000190734863,1.0,0.0
150,7.349999904632568,1.0,0.0
151,7.400000095367432,1.0,0.0
152,7.449999809265137,1.0,0.0
153,7.5,1.0,0.0
154,7.550000190734863,1.0,0.0
155,7.599999904632568,1.0,0.0
156,7.650000095367432,1.0,0.0
157,7.699999809265137,1.0,0.0
158,7.75,1.0,0.0
159,7.800000190734863,1.0,0.0
160,7.849999904632568,1.0,0.0
161,7.900000095367432,1.0,0.0
162,7.949999809265137,1.0,0.0
163,8.0,1.0,0.0
164,8.050000190734863,1.0,0.0
165,8.100000381469727,1.0,0.0
166,8.149999618530273,1.0,0.0
167,8.199999809265137,1.0,0.0
168,8.25,1.0,0.0
169,8.300000190734863,1.0,0.0
170,8.350000381469727,1.0,0.0
171,8.399999618530273,1.0,0.0
172,8.449999809265137,1.0,0.0
173,8.5,1.0,0.0
174,8.550000190734863,1.0,0.0
175,8.600000381469727,1.0,0.0
176,8.649999618530273,1.0,0.0
177,8.699999809265137,1.0,0.0
178,8.75,1.0,0.0
179,8.800000190734863,1.0,0.0
180,8.850000381469727,1.0,0.0
181,8.899999618530273,1.0,0.0
182,8.949999809265137,1.0,0.0
183,9.0,1.0,0.0
184,9.050000190734863,1.0,0.0
185,9.100000381469727,1.0,0.0
186,9.149999618530273,1.0,0.0
187,9.199999809265137,1.0,0.0
188,9.25,1.0,0.0
189,9.300000190734863,1.0,0.0
190,9.350000381469727,1.0,0.0
191,9.399999618530273,1.0,0.0
192,9.449999809265137,1.0,0.0
193,9.5,1.0,0.0
194,9.550000190734863,1.0,0.0
195,9.600000381469727,1.0,0.0
196,9.649999618530273,1.0,0.0
197,9.699999809265137,1.0,0.0
198,9.75,1.0,0.0
199,9.800000190734863,1.0,0.0
200,9.850000381469727,1.0,0.0
201,9.899999618530273,1.0,0.0
202,9.949999809265137,1.0,0.0
3,10.0,1.0,0.0
