NodeID,x,y,z
1,2.0,0.0,0.0
45,2.049999952316284,0.012500000186264515,0.0
46,2.0999999046325684,0.02500000037252903,0.0
47,2.1500000953674316,0.03750000149011612,0.0
48,2.200000047683716,0.05000000074505806,0.0
49,2.25,0.0625,0.0
50,2.299999952316284,0.07500000298023224,0.0
51,2.3499999046325684,0.08749999850988388,0.0
52,2.4000000953674316,0.10000000149011612,0.0
53,2.450000047683716,0.11249999701976776,0.0
54,2.5,0.125,0.0
55,2.549999952316284,0.13750000298023224,0.0
56,2.5999999046325684,0.15000000596046448,0.0
57,2.6500000953674316,0.16249999403953552,0.0
58,2.700000047683716,0.17499999701976776,0.0
59,2.75,0.1875,0.0
60,2.799999952316284,0.20000000298023224,0.0
61,2.8499999046325684,0.21250000596046448,0.0
62,2.9000000953674316,0.22499999403953552,0.0
63,2.950000047683716,0.23749999701976776,0.0
64,3.0,0.25,0.0
65,3.049999952316284,0.26249998807907104,0.0
66,3.0999999046325684,0.2750000059604645,0.0
67,3.1500000953674316,0.2874999940395355,0.0
68,3.200000047683716,0.30000001192092896,0.0
69,3.25,0.3125,0.0
70,3.299999952316284,0.32499998807907104,0.0
71,3.3499999046325684,0.3375000059604645,0.0
72,3.4000000953674316,0.3499999940395355,0.0
73,3.450000047683716,0.36250001192092896,0.0
74,3.5,0.375,0.0
75,3.549999952316284,0.38749998807907104,0.0
76,3.5999999046325684,0.4000000059604645,0.0
77,3.6500000953674316,0.4124999940395355,0.0
78,3.700000047683716,0.42500001192092896,0.0
79,3.75,0.4375,0.0
80,3.799999952316284,0.44999998807907104,0.0
81,3.8499999046325684,0.4625000059604645,0.0
82,3.9000000953674316,0.4749999940395355,0.0
83,3.950000047683716,0.48750001192092896,0.0
84,4.0,0.5,0.0
85,4.050000190734863,0.512499988079071,0.0
86,4.099999904632568,0.5249999761581421,0.0
87,4.150000095367432,0.5375000238418579,0.0
88,4.199999809265137,0.550000011920929,0.0
89,4.25,0.5625,0.0
90,4.300000190734863,0.574999988079071,0.0
91,4.349999904632568,0.5874999761581421,0.0
92,4.400000095367432,0.6000000238418579,0.0
93,4.449999809265137,0.612500011920929,0.0
94,4.5,0.625,0.0
95,4.550000190734863,0.637499988079071,0.0
96,4.599999904632568,0.6499999761581421,0.0
97,4.650000095367432,0.6625000238418579,0.0
98,4.699999809265137,0.675000011920929,0.0
99,4.75,0.6875,0.0
100,4.800000190734863,0.699999988079071,0.0
101,4.849999904632568,0.7124999761581421,0.0
102,4.900000095367432,0.7250000238418579,0.0
